student_id,name,cohort_year,program_code,school_id,y1s1_attendance_rate,y1s1_gpa,y1s1_avg_grade,y1s1_lms_activities,y1s1_courses_enrolled,y1s1_exam_eligible,y1s1_attendance_below_67,y1s1_gpa_below_2,y1s1_grade_below_40,y1s1_low_engagement,dropped_out,graduated_on_time,delayed_graduation,failed_courses,final_status
H2021_102078,Lucy Njoroge,2021,BBIT,SCES,0.413,2.36,57.8,34,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_100583,Michael Wambui,2021,BCOM,SBS,0.677,2.15,34.2,17,6,1,0,0,1,1,0,0,1,0,DELAYED
H2021_100204,Ann Kibet,2021,BSCM,SBS,0.368,1.74,38.1,19,7,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_104347,Kevin Kibet,2021,LLB,SLS,0.768,3.24,81.3,104,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103479,Peter Muthoni,2021,BSCP,SHSS,0.855,3.56,84.8,138,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102930,Sarah Njoroge,2021,BBSA,SIMS,0.81,2.9,80.0,117,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103086,Ann Achieng,2021,BSSD,SIMS,0.859,3.63,81.3,173,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101019,Daniel Kibet,2021,BCOM,SBS,0.656,2.82,64.2,43,7,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101584,Daniel Kibet,2021,BBIT,SCES,0.886,2.89,72.7,78,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101033,Ann Muthoni,2021,BFS,SBS,0.764,2.69,68.7,46,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101719,Kevin Muthoni,2021,BEEE,SCES,0.978,3.86,80.6,141,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101282,Peter Kamau,2021,BBIT,SCES,0.869,3.39,80.0,73,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102499,David Wambui,2021,BICS,SCES,0.428,1.95,48.2,15,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_103351,Ann Wambui,2021,BADS,SHSS,0.773,3.13,76.8,75,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100518,Daniel Muthoni,2021,BCOM,SBS,0.506,1.56,37.1,38,7,0,1,1,1,1,0,0,1,0,DELAYED
H2021_101748,Ruth Achieng,2021,BBIT,SCES,0.653,1.84,30.7,21,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_104653,Peter Wanjiru,2021,LLB,SLS,0.875,3.83,84.4,187,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103733,Ann Kibet,2021,BACO,SHSS,0.869,2.88,70.2,72,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100669,Ann Wambui,2021,BSCM,SBS,0.445,2.18,56.5,24,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104060,Jane Ochieng,2021,BACO,SHSS,0.925,3.73,84.1,134,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103027,James Muthoni,2021,BBSA,SIMS,0.386,1.95,41.0,11,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_104933,Mary Wanjiru,2021,LLB,SLS,0.651,2.64,57.3,52,7,0,1,0,0,0,0,1,0,1,GRADUATED
H2021_103287,Mary Wambui,2021,BBSA,SIMS,0.476,1.92,31.8,33,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_102651,David Kibet,2021,BBSF,SIMS,0.881,3.72,84.0,124,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104454,Peter Achieng,2021,LLB,SLS,0.871,3.42,72.7,106,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103193,Michael Wambui,2021,BBSE,SIMS,0.495,1.59,48.4,40,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_102125,Kevin Muthoni,2021,BICS,SCES,0.891,2.81,83.7,119,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103376,Joseph Wanjiru,2021,BADS,SHSS,0.597,1.62,41.6,24,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_103393,Sarah Achieng,2021,BAIS,SHSS,0.668,1.74,31.6,43,6,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_103486,Lucy Njoroge,2021,BSCP,SHSS,0.54,1.67,56.7,27,6,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_100760,David Ochieng,2021,BCOM,SBS,0.879,3.29,70.1,88,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103380,Grace Njoroge,2021,BSCP,SHSS,0.921,3.72,85.4,133,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104441,Sarah Wanjiru,2021,LLB,SLS,0.899,3.49,78.3,71,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102527,Peter Ochieng,2021,BSSD,SIMS,0.933,3.6,83.6,187,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104859,Grace Kamau,2021,LLB,SLS,0.782,2.84,74.3,108,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100908,Joseph Wanjiru,2021,BCOM,SBS,0.411,2.38,40.7,42,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102684,Mary Muthoni,2021,BSSD,SIMS,0.934,3.97,91.6,133,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100215,Faith Ochieng,2021,BFS,SBS,0.972,3.56,92.7,182,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103332,Joseph Kibet,2021,BADS,SHSS,0.77,3.13,76.1,117,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104459,Mary Achieng,2021,LLB,SLS,0.715,2.74,58.0,62,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100694,Kevin Achieng,2021,BCOM,SBS,0.391,2.15,36.3,24,7,0,1,0,1,1,0,1,0,0,GRADUATED
H2021_101504,Michael Njoroge,2021,BBIT,SCES,0.976,3.67,82.6,132,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102415,Mary Kamau,2021,BBIT,SCES,0.651,1.78,50.6,37,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_102119,Daniel Kamau,2021,BCNC,SCES,0.85,2.91,71.0,115,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103859,James Wambui,2021,BAIS,SHSS,0.854,3.34,70.8,61,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102463,Mary Kamau,2021,BBIT,SCES,0.698,2.66,72.0,43,6,1,0,0,0,1,0,0,1,0,DELAYED
H2021_103636,Lucy Achieng,2021,BSCP,SHSS,0.685,2.84,69.0,42,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_104106,Kevin Kamau,2021,BAIS,SHSS,0.733,2.49,66.9,40,6,1,0,0,0,1,0,0,1,1,DELAYED
H2021_104479,Grace Kibet,2021,LLB,SLS,0.713,2.59,73.5,64,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100197,Daniel Kamau,2021,BCOM,SBS,0.657,2.34,73.5,74,6,0,1,0,0,0,0,1,0,1,GRADUATED
H2021_104668,Kevin Kamau,2021,LLB,SLS,0.858,3.45,83.2,111,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101544,Ruth Kamau,2021,BBIT,SCES,0.9,3.43,80.0,71,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101331,Grace Muthoni,2021,BBIT,SCES,0.451,1.65,31.1,21,6,0,1,1,1,1,0,0,1,0,DELAYED
H2021_100880,Joseph Njoroge,2021,BCOM,SBS,0.503,1.55,38.2,16,7,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_104503,Mary Muthoni,2021,LLB,SLS,0.85,3.77,93.6,163,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103502,Grace Achieng,2021,BSCP,SHSS,0.551,2.2,47.7,44,6,0,1,0,0,1,0,0,1,0,DELAYED
H2021_103895,Sarah Ochieng,2021,BAIS,SHSS,0.972,3.81,87.6,121,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104991,Daniel Njoroge,2021,LLB,SLS,0.844,3.17,81.3,69,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100888,Lucy Wanjiru,2021,BSCM,SBS,0.305,1.82,51.3,43,6,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_101346,John Kibet,2021,BCNC,SCES,0.859,3.9,93.9,150,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100069,David Achieng,2021,BFS,SBS,0.996,3.7,87.7,100,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104211,Ann Achieng,2021,BSCP,SHSS,0.78,2.89,74.4,80,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101816,Grace Wanjiru,2021,BEEE,SCES,0.69,2.63,66.5,54,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100569,Lucy Ochieng,2021,BFS,SBS,0.757,2.59,57.2,71,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102168,Michael Ochieng,2021,BICS,SCES,0.939,3.77,86.0,121,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_100097,Daniel Njoroge,2021,BFS,SBS,0.585,1.9,57.0,30,7,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_104182,Grace Wanjiru,2021,BACO,SHSS,0.866,3.52,85.2,143,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103354,Grace Kamau,2021,BAIS,SHSS,0.986,3.67,86.1,154,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100140,Peter Kibet,2021,BSCM,SBS,0.885,3.11,71.3,103,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104955,Joseph Achieng,2021,LLB,SLS,0.973,3.88,94.1,118,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102603,Lucy Wambui,2021,BBSF,SIMS,0.331,2.3,44.2,35,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104024,John Kamau,2021,BAIS,SHSS,0.669,2.54,66.6,56,6,0,1,0,0,0,1,0,0,1,DROPPED_OUT
H2021_104773,David Muthoni,2021,LLB,SLS,0.598,2.32,41.3,28,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101607,Peter Ochieng,2021,BBIT,SCES,0.563,1.85,39.4,27,7,0,1,1,1,1,0,1,0,1,GRADUATED
H2021_101630,Michael Achieng,2021,BCNC,SCES,0.686,2.0,42.9,15,6,1,0,1,0,1,0,1,0,0,GRADUATED
H2021_101540,Joseph Ochieng,2021,BICS,SCES,0.671,2.13,41.8,38,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101695,Grace Kamau,2021,BBIT,SCES,0.632,2.37,38.6,32,6,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_102060,Kevin Wanjiru,2021,BBIT,SCES,0.998,3.69,89.7,153,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100464,Sarah Kibet,2021,BFS,SBS,0.551,2.26,47.1,34,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102331,Faith Achieng,2021,BBIT,SCES,0.923,3.73,82.0,168,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103044,Joseph Kamau,2021,BBSA,SIMS,0.904,3.54,82.4,124,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104735,Grace Kibet,2021,LLB,SLS,0.759,2.47,60.7,70,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100595,Ruth Ochieng,2021,BFS,SBS,0.757,3.23,79.0,69,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103815,Jane Wambui,2021,BADS,SHSS,0.971,3.78,89.2,115,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100626,Jane Wanjiru,2021,BFS,SBS,0.633,2.11,52.0,40,7,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_100451,Jane Ochieng,2021,BCOM,SBS,0.88,2.93,80.7,86,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101500,John Muthoni,2021,BEEE,SCES,0.606,1.72,38.8,20,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_102457,James Muthoni,2021,BCNC,SCES,0.894,3.41,81.5,104,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104723,Michael Njoroge,2021,LLB,SLS,0.886,3.34,78.1,114,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102985,James Wambui,2021,BBSA,SIMS,0.815,3.2,82.6,116,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101570,David Kamau,2021,BBIT,SCES,0.985,3.88,87.6,153,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101035,Grace Wambui,2021,BSCM,SBS,0.993,3.51,89.0,183,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103519,Mary Achieng,2021,BSCP,SHSS,0.756,3.45,80.1,71,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101558,Kevin Achieng,2021,BICS,SCES,0.892,3.84,94.4,158,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103625,Grace Wanjiru,2021,BAIS,SHSS,0.303,1.53,54.3,31,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_104665,John Wanjiru,2021,LLB,SLS,0.6,1.72,37.8,30,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_100151,Ruth Kamau,2021,BCOM,SBS,0.309,2.35,45.2,25,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101421,Peter Muthoni,2021,BEEE,SCES,0.944,3.81,80.9,194,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102012,Ruth Kibet,2021,BEEE,SCES,0.836,3.01,81.3,74,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102687,Peter Wanjiru,2021,BBSA,SIMS,0.57,1.65,33.5,37,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_101787,Ruth Kamau,2021,BCNC,SCES,0.967,3.55,89.5,149,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100089,Faith Ochieng,2021,BSCM,SBS,0.347,1.54,31.1,41,7,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_100458,Lucy Wambui,2021,BCOM,SBS,0.729,2.9,62.1,48,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101306,Jane Kibet,2021,BBIT,SCES,0.885,3.64,92.6,170,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102926,James Njoroge,2021,BBSF,SIMS,0.896,3.64,80.8,155,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103271,Joseph Wambui,2021,BBSA,SIMS,0.429,1.81,37.6,47,6,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_103228,Peter Wambui,2021,BBSA,SIMS,0.691,1.75,40.0,20,7,1,0,1,0,1,0,1,0,0,GRADUATED
H2021_101989,David Wanjiru,2021,BCNC,SCES,0.97,3.72,91.1,198,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103755,Grace Kamau,2021,BADS,SHSS,0.937,3.68,94.6,164,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103647,Faith Ochieng,2021,BACO,SHSS,0.398,2.29,40.9,14,7,0,1,0,0,1,0,0,1,0,DELAYED
H2021_100832,Michael Kamau,2021,BFS,SBS,0.816,3.16,79.4,80,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100240,Ann Achieng,2021,BFS,SBS,0.825,3.22,77.9,60,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104682,Kevin Wambui,2021,LLB,SLS,0.965,3.75,81.6,100,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103023,Michael Kibet,2021,BBSA,SIMS,0.603,2.17,50.9,40,6,0,1,0,0,1,0,0,1,0,DELAYED
H2021_103149,Daniel Wanjiru,2021,BBSE,SIMS,0.456,1.89,59.8,34,7,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_101947,Faith Njoroge,2021,BBIT,SCES,0.311,2.22,30.1,45,7,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_102776,Sarah Achieng,2021,BBSA,SIMS,0.951,3.67,92.4,197,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100193,Ann Ochieng,2021,BCOM,SBS,0.305,1.98,38.2,28,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_104850,Faith Wambui,2021,LLB,SLS,0.809,3.3,81.9,84,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_104940,James Njoroge,2021,LLB,SLS,0.31,2.23,39.7,39,7,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_100945,Faith Achieng,2021,BCOM,SBS,0.564,1.97,39.5,22,7,0,1,1,1,1,0,0,1,1,DELAYED
H2021_101269,David Njoroge,2021,BICS,SCES,0.943,3.64,83.3,105,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104232,Ruth Muthoni,2021,BADS,SHSS,0.889,3.31,70.1,107,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102308,Ann Wambui,2021,BCNC,SCES,0.689,2.55,55.3,55,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104425,Michael Kibet,2021,LLB,SLS,0.624,2.18,55.1,31,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104712,Kevin Wanjiru,2021,LLB,SLS,0.899,3.8,84.3,158,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102314,Grace Achieng,2021,BICS,SCES,0.706,2.39,68.6,57,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103215,Ruth Wanjiru,2021,BSSD,SIMS,0.689,2.65,64.7,78,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102733,Ruth Muthoni,2021,BBSA,SIMS,0.875,3.02,77.3,98,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101927,Kevin Achieng,2021,BEEE,SCES,0.317,2.06,46.0,12,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104228,Grace Kibet,2021,BADS,SHSS,0.834,3.21,77.3,81,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104677,David Kamau,2021,LLB,SLS,0.91,3.84,94.1,192,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100801,James Wambui,2021,BCOM,SBS,0.837,3.37,81.3,69,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103672,Jane Kamau,2021,BACO,SHSS,0.388,1.51,50.1,24,7,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_104194,James Wambui,2021,BADS,SHSS,0.933,3.74,90.5,160,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102969,Michael Achieng,2021,BSSD,SIMS,0.919,3.91,83.2,117,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104794,Daniel Kibet,2021,LLB,SLS,0.959,3.96,93.2,151,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104369,John Wanjiru,2021,LLB,SLS,0.83,3.1,76.1,82,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102777,Ann Achieng,2021,BBSF,SIMS,0.693,2.73,55.8,61,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102971,Jane Achieng,2021,BSSD,SIMS,0.519,2.25,47.3,16,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_103868,Joseph Wambui,2021,BACO,SHSS,0.661,2.49,73.5,51,6,0,1,0,0,0,0,1,0,1,GRADUATED
H2021_101744,Michael Achieng,2021,BCNC,SCES,0.961,3.74,81.1,149,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103949,Ann Wanjiru,2021,BSCP,SHSS,0.717,2.57,64.6,74,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103803,Kevin Ochieng,2021,BACO,SHSS,0.854,2.97,76.3,80,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102025,Jane Wambui,2021,BEEE,SCES,0.775,2.55,60.7,48,6,1,0,0,0,1,0,1,0,1,GRADUATED
H2021_102275,Peter Kibet,2021,BEEE,SCES,0.73,2.87,56.8,42,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_100100,Mary Achieng,2021,BFS,SBS,0.327,2.25,32.8,16,6,0,1,0,1,1,0,0,1,0,DELAYED
H2021_104922,Grace Njoroge,2021,LLB,SLS,0.672,2.78,57.7,66,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_103408,Sarah Kibet,2021,BAIS,SHSS,0.772,3.02,77.4,104,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104246,David Wanjiru,2021,BSCP,SHSS,0.947,3.65,86.3,195,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104620,Faith Ochieng,2021,LLB,SLS,0.851,3.81,92.0,194,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104917,David Kamau,2021,LLB,SLS,0.894,3.62,87.5,183,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100192,Lucy Wambui,2021,BCOM,SBS,0.876,2.96,80.6,60,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104697,David Achieng,2021,LLB,SLS,0.703,2.65,73.9,42,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101785,Mary Wanjiru,2021,BBIT,SCES,0.759,3.29,71.6,88,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101533,Daniel Kibet,2021,BICS,SCES,0.994,3.63,90.5,183,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102835,Sarah Achieng,2021,BSSD,SIMS,0.863,3.84,87.0,189,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104445,Joseph Kibet,2021,LLB,SLS,0.644,1.56,30.1,16,7,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_104916,Faith Wambui,2021,LLB,SLS,0.821,3.28,73.5,78,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101599,Joseph Wambui,2021,BBIT,SCES,0.796,2.58,56.8,43,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101780,Lucy Muthoni,2021,BBIT,SCES,0.77,2.69,56.8,47,6,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104901,Sarah Kibet,2021,LLB,SLS,0.897,2.84,71.6,103,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102575,James Wambui,2021,BBSE,SIMS,0.801,3.05,78.8,73,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103399,Sarah Njoroge,2021,BADS,SHSS,0.798,2.8,72.1,70,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103976,John Kibet,2021,BSCP,SHSS,0.795,2.75,73.5,75,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103771,Michael Wambui,2021,BACO,SHSS,0.983,3.9,83.4,180,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100167,Kevin Kibet,2021,BCOM,SBS,0.989,3.67,86.8,182,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101752,Michael Kamau,2021,BICS,SCES,0.7,2.32,45.0,27,7,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101480,Lucy Wanjiru,2021,BICS,SCES,0.855,2.99,81.8,86,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101025,Daniel Wanjiru,2021,BCOM,SBS,0.651,2.42,70.6,48,6,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101789,Kevin Kamau,2021,BEEE,SCES,0.801,2.92,71.8,90,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102265,Ruth Ochieng,2021,BCNC,SCES,0.46,2.09,53.5,34,7,0,1,0,0,1,0,1,0,1,GRADUATED
H2021_102474,Joseph Ochieng,2021,BEEE,SCES,0.976,3.66,85.2,186,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101823,Faith Achieng,2021,BBIT,SCES,0.899,3.15,78.1,65,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101221,Ann Wanjiru,2021,BBIT,SCES,0.841,3.13,74.8,95,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101667,John Achieng,2021,BICS,SCES,0.883,3.72,86.1,194,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102961,Joseph Achieng,2021,BBSE,SIMS,0.955,3.6,83.0,134,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100153,Michael Wanjiru,2021,BCOM,SBS,0.91,3.79,82.9,170,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102535,Joseph Kibet,2021,BBSA,SIMS,0.509,2.22,34.1,19,7,0,1,0,1,1,0,0,1,0,DELAYED
H2021_104689,Peter Kamau,2021,LLB,SLS,0.711,2.45,69.6,53,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101979,James Ochieng,2021,BICS,SCES,0.819,2.9,79.8,67,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101470,Ruth Muthoni,2021,BBIT,SCES,0.59,1.85,58.3,40,7,0,1,1,0,1,0,0,1,1,DELAYED
H2021_102808,David Muthoni,2021,BBSA,SIMS,0.584,1.68,55.6,47,6,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_102513,Daniel Kibet,2021,BBSA,SIMS,0.924,3.77,85.8,120,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102944,Lucy Wanjiru,2021,BBSE,SIMS,0.812,3.3,70.0,63,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102981,Ann Njoroge,2021,BBSE,SIMS,0.848,3.12,83.9,102,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104823,Sarah Muthoni,2021,LLB,SLS,0.556,1.51,36.9,26,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_103018,Grace Achieng,2021,BBSA,SIMS,0.672,2.24,50.4,46,7,1,0,0,0,1,0,1,0,1,GRADUATED
H2021_101567,Sarah Wanjiru,2021,BEEE,SCES,0.892,3.74,84.2,127,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100032,Michael Achieng,2021,BFS,SBS,0.754,2.94,74.9,115,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100938,Michael Kibet,2021,BSCM,SBS,0.785,2.63,74.1,68,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101216,David Kamau,2021,BBIT,SCES,0.863,3.01,73.1,100,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101938,Michael Muthoni,2021,BBIT,SCES,0.32,1.67,37.3,40,6,0,1,1,1,1,0,0,1,0,DELAYED
H2021_101130,Peter Achieng,2021,BFS,SBS,0.624,2.32,51.2,47,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_100310,Sarah Wanjiru,2021,BSCM,SBS,0.713,2.36,65.4,79,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104902,Ann Muthoni,2021,LLB,SLS,0.706,2.64,65.8,67,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102169,Ruth Kamau,2021,BICS,SCES,0.479,2.32,44.7,19,6,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_103114,Joseph Wambui,2021,BBSF,SIMS,0.846,3.1,78.5,114,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100496,David Achieng,2021,BFS,SBS,0.691,2.78,60.1,77,6,1,0,0,0,0,0,1,0,0,GRADUATED
