student_id,name,email,gender,age,program_id,program_code,school_id,year_of_study,semester,class_level,enrollment_date,status,avg_grade,cumulative_gpa,courses_enrolled,physical_attendance_rate,sessions_attended,sessions_total,lms_activity_count,lms_total_minutes,lms_avg_session_minutes,lms_logins_monthly,school_name,program_name,exam_eligible,attendance_category,attendance_compliant,gpa_below_2.0,grade_below_40,performance_category,academic_at_risk,lms_engagement_index,low_lms_engagement,engagement_category,compliance_score,multiple_violations,overall_risk_score,risk_level,dropout_risk_score,dropout_risk,failure_risk_score,failure_risk,delay_risk_score,delay_risk
100612,Mary Njoroge,mary.njoroge612@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2025-01-04,Active,79.55,3.18,6.0,0.7976190476190476,134.0,168.0,516.0,18343.0,35.548449612403104,129.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,80.49921996879876,0,High,3,0,0,Low,0,0,0,0,0,0
100613,Michael Muthoni,michael.muthoni613@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-08-13,Active,78.2,3.1275,4.0,0.875,84.0,98.0,277.0,8793.0,31.743682310469318,69.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,43.21372854914197,1,Low,3,0,3,Medium,3,0,0,0,0,0
100614,Lucy Kibet,lucy.kibet614@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-03,Active,64.53999999999999,2.58,5.0,0.6142857142857143,86.0,140.0,242.0,6181.0,25.541322314049587,60.5,Strathmore University Business School,Bachelor of Financial Services,0,At Risk,0,0,0,Average,0,37.753510140405616,1,Low,2,0,6,High,8,1,4,0,0,0
100615,Caroline Mutua,caroline.mutua615@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-07-12,Active,72.48333333333333,2.8966666666666665,6.0,0.7619047619047619,128.0,168.0,390.0,10978.0,28.148717948717948,97.5,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,60.8424336973479,0,Medium,3,0,0,Low,0,0,0,0,0,0
100616,Sarah Kibet,sarah.kibet616@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-09-18,Active,75.55,3.02,4.0,0.7857142857142857,78.0,98.0,293.0,8553.0,29.19112627986348,73.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,45.70982839313572,1,Low,3,0,3,Medium,3,0,0,0,0,0
100617,John Mwangi,john.mwangi617@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-06,Active,73.73333333333333,2.95,6.0,0.7261904761904762,122.0,168.0,346.0,11438.0,33.05780346820809,86.5,Strathmore University Business School,Bachelor of Financial Services,1,Borderline,1,0,0,Average,0,53.97815912636506,0,Medium,3,0,1,Low,0,0,0,0,0,0
100618,Nancy Nyambura,nancy.nyambura618@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-10-18,Active,79.325,3.1725,4.0,0.8571428571428572,83.0,98.0,366.0,12025.0,32.8551912568306,91.5,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,57.09828393135725,0,Medium,3,0,0,Low,0,0,0,0,0,0
100619,Michael Jepkorir,michael.jepkorir619@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-10-25,Active,63.971428571428575,2.5585714285714287,7.0,0.7142857142857143,140.0,196.0,394.0,9623.0,24.423857868020303,98.5,Strathmore University Business School,Bachelor of Financial Services,1,Borderline,1,0,0,Average,0,61.46645865834633,0,Medium,3,0,1,Low,0,0,0,0,0,0
100620,Nancy Chebet,nancy.chebet620@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2022-01-04,Active,76.62,3.066,5.0,0.65,91.0,140.0,447.0,16643.0,37.23266219239374,111.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,0,At Risk,0,0,0,Good,0,69.73478939157566,0,Medium,2,0,3,Medium,5,0,4,0,0,0
100621,Ruth Wambui,ruth.wambui621@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-08-27,Active,73.3,2.932,5.0,0.7714285714285715,108.0,140.0,440.0,13283.0,30.188636363636363,110.0,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,68.64274570982839,0,Medium,3,0,0,Low,0,0,0,0,0,0
100622,Nancy Kibet,nancy.kibet622@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,3,2,BSCM3.2,2022-12-11,Active,85.47999999999999,3.418,5.0,0.9071428571428573,127.0,140.0,591.0,19928.0,33.71912013536379,147.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Excellent,1,0,0,Good,0,92.1996879875195,0,High,3,0,0,Low,0,0,0,0,0,0
100623,Joyce Ochieng,joyce.ochieng623@strathmore.edu,Male,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-11-17,Active,82.47142857142856,3.295714285714286,7.0,0.8775510204081634,172.0,196.0,651.0,23716.0,36.43010752688172,162.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100624,David Muthoni,david.muthoni624@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-12-26,Active,80.7,3.2285714285714286,7.0,0.8775510204081634,172.0,196.0,601.0,18773.0,31.23627287853577,150.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,93.75975039001561,0,High,3,0,0,Low,0,0,0,0,0,0
100625,Caroline Ochieng,caroline.ochieng625@strathmore.edu,Female,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-09-10,Active,82.9,3.317142857142857,7.0,0.8724489795918366,171.0,196.0,708.0,25142.0,35.51129943502825,177.0,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100626,Mary Chebet,mary.chebet626@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-08-26,Active,81.825,3.2725,4.0,0.8482142857142857,74.0,84.0,361.0,10137.0,28.0803324099723,90.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,56.31825273010921,0,Medium,3,0,0,Low,0,0,0,0,0,0
100627,Peter Nyambura,peter.nyambura627@strathmore.edu,Male,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-11-09,Active,77.68333333333334,3.103333333333333,6.0,0.7857142857142857,132.0,168.0,507.0,16399.0,32.34516765285996,126.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,79.09516380655226,0,High,3,0,0,Low,0,0,0,0,0,0
100628,David Njoroge,david.njoroge628@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-07-29,Active,86.51666666666667,3.4599999999999995,6.0,0.9285714285714284,156.0,168.0,607.0,21257.0,35.01976935749588,151.75,Strathmore University Business School,Bachelor of Financial Services,1,Excellent,1,0,0,Good,0,94.69578783151326,0,High,3,0,0,Low,0,0,0,0,0,0
100629,Joyce Kariuki,joyce.kariuki629@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-08-21,Active,73.3,2.9325,4.0,0.7410714285714286,72.0,98.0,291.0,8173.0,28.08591065292096,72.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Borderline,1,0,0,Average,0,45.39781591263651,1,Low,3,0,4,Medium,3,0,0,0,0,0
100630,Daniel Achieng,daniel.achieng630@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-10-05,Active,82.675,3.31,4.0,0.8839285714285714,73.0,84.0,344.0,10629.0,30.898255813953487,86.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,53.66614664586583,0,Medium,3,0,0,Low,0,0,0,0,0,0
100631,Emmanuel Njeri,emmanuel.njeri631@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-08-21,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100632,Michael Chebet,michael.chebet632@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-12-31,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100633,Caroline Kamau,caroline.kamau633@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-11-13,Active,68.03333333333335,2.7216666666666662,6.0,0.7797619047619048,143.0,182.0,418.0,12312.0,29.454545454545453,104.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,65.21060842433697,0,Medium,3,0,0,Low,0,0,0,0,0,0
100634,Daniel Kamau,daniel.kamau634@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-13,Active,74.02000000000001,2.958,5.0,0.7142857142857142,100.0,140.0,390.0,11389.0,29.202564102564104,97.5,Strathmore University Business School,Bachelor of Financial Services,1,Borderline,1,0,0,Average,0,60.8424336973479,0,Medium,3,0,1,Low,0,0,0,0,0,0
100635,James Otieno,james.otieno635@strathmore.edu,Male,22,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-10-24,Active,71.1,2.844,5.0,0.7285714285714285,102.0,140.0,319.0,11494.0,36.03134796238245,79.75,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,49.765990639625585,1,Low,3,0,4,Medium,3,0,0,0,0,0
100636,Joseph Njoroge,joseph.njoroge636@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-09-05,Active,75.2,3.0083333333333333,6.0,0.8273809523809524,139.0,168.0,387.0,11562.0,29.875968992248065,96.75,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,60.37441497659907,0,Medium,3,0,0,Low,0,0,0,0,0,0
100637,Vincent Muthoni,vincent.muthoni637@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-12-25,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100638,Daniel Chebet,daniel.chebet638@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-07-25,Active,85.725,3.43,4.0,0.8482142857142857,71.0,84.0,487.0,15466.0,31.75770020533881,121.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,75.97503900156006,0,High,3,0,0,Low,0,0,0,0,0,0
100639,John Mwangi,john.mwangi639@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-08-22,Active,74.89999999999999,2.9966666666666666,6.0,0.8154761904761904,137.0,168.0,501.0,15460.0,30.85828343313373,125.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,78.1591263650546,0,High,3,0,0,Low,0,0,0,0,0,0
100640,Daniel Kipchoge,daniel.kipchoge640@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-09-16,Active,75.3,3.011428571428571,7.0,0.8622448979591837,169.0,196.0,553.0,16460.0,29.76491862567812,138.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,86.27145085803433,0,High,3,0,0,Low,0,0,0,0,0,0
100641,Samuel Kipchoge,samuel.kipchoge641@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-09-29,Active,82.33333333333333,3.295,6.0,0.7976190476190476,134.0,168.0,644.0,25206.0,39.13975155279503,161.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100642,Daniel Ochieng,daniel.ochieng642@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-12-18,Active,75.525,3.0225,4.0,0.8482142857142857,83.0,98.0,284.0,8610.0,30.316901408450704,71.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,44.30577223088923,1,Low,3,0,3,Medium,3,0,0,0,0,0
100643,Ann Kibet,ann.kibet643@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-09-29,Active,83.71666666666667,3.348333333333333,6.0,0.9107142857142856,153.0,168.0,610.0,21412.0,35.101639344262296,152.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Excellent,1,0,0,Good,0,95.16380655226209,0,High,3,0,0,Low,0,0,0,0,0,0
100644,David Jepkorir,david.jepkorir644@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-09-20,Active,71.96666666666667,2.8800000000000003,6.0,0.7797619047619048,131.0,168.0,308.0,8149.0,26.45779220779221,77.0,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,48.049921996879874,1,Low,3,0,3,Medium,3,0,0,0,0,0
100645,Samuel Ochieng,samuel.ochieng645@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-10-10,Active,77.95714285714287,3.117142857142857,7.0,0.7908163265306122,155.0,196.0,538.0,16304.0,30.30483271375465,134.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,83.93135725429018,0,High,3,0,0,Low,0,0,0,0,0,0
100646,Ruth Kamau,ruth.kamau646@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-08-02,Active,66.61666666666666,2.6666666666666665,6.0,0.7142857142857143,120.0,168.0,382.0,11293.0,29.56282722513089,95.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Borderline,1,0,0,Average,0,59.59438377535101,0,Medium,3,0,1,Low,0,0,0,0,0,0
100647,Mary Wambui,mary.wambui647@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-12-11,Active,68.91666666666667,2.7550000000000003,6.0,0.6071428571428571,102.0,168.0,277.0,6406.0,23.12635379061372,69.25,Strathmore University Business School,Bachelor of Commerce,0,At Risk,0,0,0,Average,0,43.21372854914197,1,Low,2,0,6,High,8,1,4,0,0,0
100648,Faith Kibet,faith.kibet648@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-10-22,Active,78.86666666666667,3.1566666666666667,6.0,0.875,147.0,168.0,552.0,17996.0,32.60144927536232,138.0,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,86.1154446177847,0,High,3,0,0,Low,0,0,0,0,0,0
100649,John Mutua,john.mutua649@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-08-21,Active,70.33333333333333,2.813333333333333,6.0,0.7916666666666666,133.0,168.0,488.0,14047.0,28.78483606557377,122.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,76.13104524180967,0,High,3,0,0,Low,0,0,0,0,0,0
100650,Rose Kibet,rose.kibet650@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-11-25,Active,73.93333333333334,2.958333333333333,6.0,0.8273809523809524,139.0,168.0,459.0,12286.0,26.766884531590414,114.75,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Average,0,71.60686427457098,0,Medium,3,0,0,Low,0,0,0,0,0,0
100651,David Otieno,david.otieno651@strathmore.edu,Male,18,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-09-30,Active,72.04285714285714,2.881428571428572,7.0,0.8520408163265306,167.0,196.0,454.0,12254.0,26.991189427312776,113.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,70.82683307332293,0,Medium,3,0,0,Low,0,0,0,0,0,0
100652,Joyce Chebet,joyce.chebet652@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-11-09,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100653,Brian Muthoni,brian.muthoni653@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-11-19,Active,74.26,2.968,5.0,0.8714285714285716,122.0,140.0,475.0,13980.0,29.431578947368426,118.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,74.10296411856474,0,Medium,3,0,0,Low,0,0,0,0,0,0
100654,Kevin Jepkorir,kevin.jepkorir654@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-10-14,Active,75.16666666666667,3.0050000000000003,6.0,0.7678571428571429,129.0,168.0,451.0,12809.0,28.40133037694013,112.75,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,70.3588143525741,0,Medium,3,0,0,Low,0,0,0,0,0,0
100655,Rose Achieng,rose.achieng655@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-07-31,Active,76.13333333333334,3.045,6.0,0.8214285714285715,138.0,168.0,478.0,16506.0,34.53138075313807,119.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,74.57098283931357,0,Medium,3,0,0,Low,0,0,0,0,0,0
100656,Brian Otieno,brian.otieno656@strathmore.edu,Female,18,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-08-18,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100657,Faith Kibet,faith.kibet657@strathmore.edu,Male,20,SBS_BSCM,BSCM,SBS,3,2,BSCM3.2,2022-10-03,Active,75.08,3.004,5.0,0.7785714285714286,109.0,140.0,440.0,14208.0,32.29090909090909,110.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,68.64274570982839,0,Medium,3,0,0,Low,0,0,0,0,0,0
100658,Joyce Wambui,joyce.wambui658@strathmore.edu,Male,24,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-10-21,Active,75.475,3.0175,4.0,0.7767857142857143,77.0,98.0,309.0,8831.0,28.57928802588997,77.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,48.205928237129484,1,Low,3,0,3,Medium,3,0,0,0,0,0
100659,Daniel Kariuki,daniel.kariuki659@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-12-04,Active,79.54285714285713,3.1814285714285715,7.0,0.75,147.0,196.0,678.0,20533.0,30.28466076696165,169.5,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100660,Vincent Kipchoge,vincent.kipchoge660@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-10-19,Active,84.85000000000001,3.395,6.0,0.9107142857142856,153.0,168.0,660.0,20726.0,31.403030303030302,165.0,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100661,Nancy Muthoni,nancy.muthoni661@strathmore.edu,Male,19,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-10-19,Active,70.28333333333333,2.81,6.0,0.7559523809523809,139.0,182.0,355.0,8932.0,25.16056338028169,88.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,55.38221528861155,0,Medium,3,0,0,Low,0,0,0,0,0,0
100662,Ann Njeri,ann.njeri662@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-11-21,Active,65.23333333333333,2.611666666666667,6.0,0.6666666666666666,112.0,168.0,367.0,12039.0,32.80381471389646,91.75,Strathmore University Business School,Bachelor of Commerce,0,At Risk,0,0,0,Average,0,57.25429017160687,0,Medium,2,0,3,Medium,5,0,4,0,0,0
100663,Grace Kamau,grace.kamau663@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-07-17,Active,72.96666666666667,2.9166666666666665,6.0,0.8273809523809524,139.0,168.0,564.0,16476.0,29.21276595744681,141.0,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,87.98751950078002,0,High,3,0,0,Low,0,0,0,0,0,0
100664,Peter Wangui,peter.wangui664@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-10-01,Active,78.08333333333333,3.1216666666666666,6.0,0.8035714285714285,135.0,168.0,560.0,18171.0,32.448214285714286,140.0,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,87.3634945397816,0,High,3,0,0,Low,0,0,0,0,0,0
100665,James Achieng,james.achieng665@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2024-01-05,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,0.0,1,Very Low,3,0,3,Medium,3,0,0,0,0,0
100666,Ann Wambui,ann.wambui666@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-09-18,Active,76.18571428571428,3.0471428571428567,7.0,0.826530612244898,162.0,196.0,663.0,23232.0,35.040723981900456,165.75,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100667,Lucy Mutua,lucy.mutua667@strathmore.edu,Female,24,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-12-29,Active,68.72,2.748,5.0,0.7785714285714286,87.0,112.0,411.0,11836.0,28.79805352798053,102.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,64.1185647425897,0,Medium,3,0,0,Low,0,0,0,0,0,0
100668,Joseph Mutua,joseph.mutua668@strathmore.edu,Male,24,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-09-14,Active,69.06,2.764,5.0,0.75,91.0,126.0,385.0,12277.0,31.88831168831169,96.25,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,60.06240249609984,0,Medium,3,0,0,Low,0,0,0,0,0,0
100669,Mary Wambui,mary.wambui669@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-11-21,Active,83.3,3.33,4.0,0.9107142857142856,90.0,98.0,411.0,16437.0,39.99270072992701,102.75,Strathmore University Business School,Bachelor of Commerce,1,Excellent,1,0,0,Good,0,64.1185647425897,0,Medium,3,0,0,Low,0,0,0,0,0,0
100670,Joseph Nyambura,joseph.nyambura670@strathmore.edu,Male,23,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-10-25,Active,69.44,2.778,5.0,0.8,112.0,140.0,333.0,9393.0,28.207207207207208,83.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,51.950078003120126,0,Medium,3,0,0,Low,0,0,0,0,0,0
100671,Mary Kipchoge,mary.kipchoge671@strathmore.edu,Female,19,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-09-02,Active,83.38571428571429,3.337142857142857,7.0,0.8826530612244898,173.0,196.0,666.0,21967.0,32.98348348348348,166.5,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,100.0,0,High,3,0,0,Low,0,0,0,0,0,0
100672,Samuel Jepkorir,samuel.jepkorir672@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-09-15,Active,80.25,3.2099999999999995,6.0,0.8551587301587302,157.0,182.0,463.0,13186.0,28.479481641468684,115.75,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Good,0,72.23088923556942,0,Medium,3,0,0,Low,0,0,0,0,0,0
100673,Kevin Njoroge,kevin.njoroge673@strathmore.edu,Female,23,SBS_BFS,BFS,SBS,4,1,BFS4.1,2021-07-15,Active,74.375,2.975,4.0,0.8303571428571428,80.0,98.0,349.0,9250.0,26.50429799426934,87.25,Strathmore University Business School,Bachelor of Financial Services,1,Good,1,0,0,Average,0,54.44617784711389,0,Medium,3,0,0,Low,0,0,0,0,0,0
100674,Vincent Achieng,vincent.achieng674@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-07-29,Active,74.07142857142857,2.9614285714285717,7.0,0.75,147.0,196.0,476.0,15711.0,33.0063025210084,119.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Good,1,0,0,Average,0,74.25897035881435,0,Medium,3,0,0,Low,0,0,0,0,0,0
100675,Brian Mwangi,brian.mwangi675@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-11-26,Active,66.05,2.6416666666666666,6.0,0.6726190476190476,124.0,182.0,362.0,9781.0,27.019337016574585,90.5,Strathmore University Business School,Bachelor of Commerce,1,Borderline,1,0,0,Average,0,56.47425897035882,0,Medium,3,0,1,Low,0,0,0,0,0,0
100676,Samuel Kibet,samuel.kibet676@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-09-23,Active,76.26666666666667,3.0516666666666663,6.0,0.8392857142857143,141.0,168.0,507.0,14474.0,28.548323471400398,126.75,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,79.09516380655226,0,High,3,0,0,Low,0,0,0,0,0,0
100677,Rose Kariuki,rose.kariuki677@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-11-18,Active,75.44,3.018,5.0,0.8428571428571429,118.0,140.0,386.0,10898.0,28.23316062176166,96.5,Strathmore University Business School,Bachelor of Commerce,1,Good,1,0,0,Good,0,60.218408736349446,0,Medium,3,0,0,Low,0,0,0,0,0,0
100678,Michael Kamau,michael.kamau678@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-08-06,Active,84.375,3.375,4.0,0.9464285714285714,80.0,84.0,420.0,16840.0,40.095238095238095,105.0,Strathmore University Business School,Bachelor of Science in Supply Chain and Operations Management,1,Excellent,1,0,0,Good,0,65.52262090483619,0,Medium,3,0,0,Low,0,0,0,0,0,0
