student_id,name,email,gender,age,program_id,program_code,school_id,year_of_study,semester,class_level,enrollment_date,status,avg_grade,cumulative_gpa,courses_enrolled,physical_attendance_rate,sessions_attended,sessions_total,lms_activity_count,lms_total_minutes,lms_avg_session_minutes,lms_logins_monthly,school_name,program_name
101518,Ruth Muthoni,ruth.muthoni1518@strathmore.edu,Male,24,SCES_BBIT,BBIT,SCES,4,2,BBIT4.2,2021-07-21,Active,64.2,2.5675,4.0,0.6339285714285714,60.0,84.0,249.0,6008.0,24.1285140562249,62.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101519,Kevin Wambui,kevin.wambui1519@strathmore.edu,Male,20,SCES_BICS,BICS,SCES,1,2,BICS1.2,2024-12-04,Active,82.05,3.283333333333333,6.0,0.8571428571428572,144.0,168.0,486.0,16324.0,33.58847736625514,121.5,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101520,Daniel Nyambura,daniel.nyambura1520@strathmore.edu,Male,23,SCES_BICS,BICS,SCES,4,2,BICS4.2,2021-09-05,Active,67.825,2.715,4.0,0.8125,70.0,84.0,301.0,8864.0,29.448504983388705,75.25,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101521,Samuel Kamau,samuel.kamau1521@strathmore.edu,Male,21,SCES_BEEE,BEEE,SCES,2,1,BEEE2.1,2023-10-08,Active,73.17142857142858,2.927142857142857,7.0,0.7551020408163265,148.0,196.0,574.0,18684.0,32.55052264808362,143.5,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101522,John Mwangi,john.mwangi1522@strathmore.edu,Male,21,SCES_BEEE,BEEE,SCES,1,1,BEEE1.1,2024-11-20,Active,82.74285714285715,3.31,7.0,0.8520408163265306,167.0,196.0,766.0,26457.0,34.539164490861616,191.5,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101523,Jane Njeri,jane.njeri1523@strathmore.edu,Female,19,SCES_BBIT,BBIT,SCES,1,2,BBIT1.2,2024-09-21,Active,68.35714285714286,2.7342857142857144,7.0,0.7397959183673469,145.0,196.0,461.0,13327.0,28.90889370932755,115.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101524,Jane Mwangi,jane.mwangi1524@strathmore.edu,Female,24,SCES_BBIT,BBIT,SCES,4,1,BBIT4.1,2021-11-24,Active,73.2,2.93,5.0,0.6642857142857144,93.0,140.0,387.0,9957.0,25.728682170542637,96.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101525,Joyce Kipchoge,joyce.kipchoge1525@strathmore.edu,Male,20,SCES_BBIT,BBIT,SCES,1,2,BBIT1.2,2024-07-16,Active,62.98333333333333,2.5233333333333334,6.0,0.6845238095238096,115.0,168.0,316.0,8399.0,26.579113924050635,79.0,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101526,Emmanuel Mwangi,emmanuel.mwangi1526@strathmore.edu,Female,19,SCES_BBIT,BBIT,SCES,1,1,BBIT1.1,2024-08-13,Active,65.25,2.61,6.0,0.7142857142857143,120.0,168.0,475.0,14916.0,31.402105263157896,118.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101527,Joyce Kariuki,joyce.kariuki1527@strathmore.edu,Female,21,SCES_BICS,BICS,SCES,1,2,BICS1.2,2024-12-25,Active,69.57142857142857,2.782857142857143,7.0,0.7857142857142857,154.0,196.0,506.0,17068.0,33.73122529644269,126.5,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101528,Michael Muthoni,michael.muthoni1528@strathmore.edu,Female,23,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-08-25,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101529,Sarah Achieng,sarah.achieng1529@strathmore.edu,Male,22,SCES_BCNC,BCNC,SCES,4,2,BCNC4.2,2022-01-07,Active,78.7,3.15,4.0,0.9017857142857143,75.0,84.0,358.0,10315.0,28.812849162011172,89.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101530,Vincent Otieno,vincent.otieno1530@strathmore.edu,Female,19,SCES_BBIT,BBIT,SCES,2,2,BBIT2.2,2023-09-12,Active,81.88333333333334,3.275,6.0,0.8293650793650794,153.0,182.0,488.0,16202.0,33.200819672131146,122.0,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101531,Sarah Wangui,sarah.wangui1531@strathmore.edu,Male,23,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-11-05,Active,79.05000000000001,3.165,4.0,0.8392857142857143,66.0,84.0,316.0,7645.0,24.193037974683545,79.0,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101532,Joyce Nyambura,joyce.nyambura1532@strathmore.edu,Male,20,SCES_BBIT,BBIT,SCES,1,2,BBIT1.2,2024-10-08,Active,80.5,3.22,6.0,0.8392857142857143,141.0,168.0,549.0,17303.0,31.517304189435336,137.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101533,Kevin Mutua,kevin.mutua1533@strathmore.edu,Male,22,SCES_BCNC,BCNC,SCES,3,1,BCNC3.1,2022-12-30,Active,78.42,3.138,5.0,0.8071428571428572,113.0,140.0,488.0,15941.0,32.665983606557376,122.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101534,Joseph Wambui,joseph.wambui1534@strathmore.edu,Male,20,SCES_BICS,BICS,SCES,2,1,BICS2.1,2023-12-02,Active,77.76666666666667,3.108333333333333,6.0,0.8392857142857143,141.0,168.0,511.0,15338.0,30.015655577299412,127.75,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101535,Ann Otieno,ann.otieno1535@strathmore.edu,Male,23,SCES_BBIT,BBIT,SCES,3,2,BBIT3.2,2022-12-29,Active,75.35000000000001,3.015,6.0,0.7797619047619048,131.0,168.0,489.0,13759.0,28.137014314928425,122.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101536,Ruth Wanjiru,ruth.wanjiru1536@strathmore.edu,Female,19,SCES_BEEE,BEEE,SCES,2,1,BEEE2.1,2023-10-14,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101537,Rose Nyambura,rose.nyambura1537@strathmore.edu,Male,22,SCES_BICS,BICS,SCES,4,2,BICS4.2,2021-11-04,Active,77.325,3.0925000000000002,4.0,0.8571428571428572,72.0,84.0,361.0,9856.0,27.301939058171744,90.25,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101538,Rose Ochieng,rose.ochieng1538@strathmore.edu,Male,23,SCES_BCNC,BCNC,SCES,4,1,BCNC4.1,2021-10-23,Active,73.92,2.956,5.0,0.6785714285714286,82.0,126.0,384.0,12937.0,33.690104166666664,96.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101539,Nancy Wambui,nancy.wambui1539@strathmore.edu,Female,19,SCES_BCNC,BCNC,SCES,1,2,BCNC1.2,2024-09-18,Active,79.2,3.167142857142857,7.0,0.836734693877551,164.0,196.0,744.0,26186.0,35.196236559139784,186.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101540,Vincent Achieng,vincent.achieng1540@strathmore.edu,Female,21,SCES_BICS,BICS,SCES,3,1,BICS3.1,2022-07-19,Active,57.08,2.282,5.0,0.6285714285714286,88.0,140.0,192.0,5551.0,28.911458333333332,48.0,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101541,John Njeri,john.njeri1541@strathmore.edu,Female,20,SCES_BEEE,BEEE,SCES,2,1,BEEE2.1,2023-10-30,Active,73.18333333333334,2.9266666666666663,6.0,0.7559523809523809,127.0,168.0,483.0,14254.0,29.511387163561075,120.75,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101542,Caroline Mutua,caroline.mutua1542@strathmore.edu,Male,18,SCES_BEEE,BEEE,SCES,1,1,BEEE1.1,2024-10-16,Active,72.0,2.8814285714285717,7.0,0.7908163265306122,155.0,196.0,510.0,15537.0,30.46470588235294,127.5,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101543,Caroline Nyambura,caroline.nyambura1543@strathmore.edu,Female,24,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-09-09,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101544,John Mutua,john.mutua1544@strathmore.edu,Female,23,SCES_BCNC,BCNC,SCES,3,2,BCNC3.2,2022-12-01,Active,73.72,2.948,5.0,0.7214285714285714,101.0,140.0,440.0,13837.0,31.447727272727274,110.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101545,Rose Wangui,rose.wangui1545@strathmore.edu,Female,21,SCES_BEEE,BEEE,SCES,2,1,BEEE2.1,2023-09-27,Active,67.71428571428571,2.71,7.0,0.7244897959183673,142.0,196.0,396.0,11446.0,28.904040404040405,99.0,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101546,Samuel Ochieng,samuel.ochieng1546@strathmore.edu,Male,22,SCES_BICS,BICS,SCES,4,2,BICS4.2,2021-08-26,Active,73.225,2.9299999999999997,4.0,0.7946428571428572,69.0,84.0,298.0,8924.0,29.946308724832214,74.5,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101547,Jane Mutua,jane.mutua1547@strathmore.edu,Male,22,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-08-02,Active,77.65,3.1075,4.0,0.8392857142857143,67.0,84.0,345.0,10382.0,30.092753623188404,86.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101548,Caroline Chebet,caroline.chebet1548@strathmore.edu,Male,23,SCES_BCNC,BCNC,SCES,4,2,BCNC4.2,2021-08-19,Active,78.8,3.1525,4.0,0.9285714285714286,78.0,84.0,338.0,10128.0,29.964497041420117,84.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101549,Faith Mwangi,faith.mwangi1549@strathmore.edu,Male,19,SCES_BICS,BICS,SCES,2,2,BICS2.2,2023-09-29,Active,74.5,2.9828571428571427,7.0,0.782312925170068,159.0,210.0,616.0,19524.0,31.694805194805195,154.0,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101550,Sarah Nyambura,sarah.nyambura1550@strathmore.edu,Female,22,SCES_BICS,BICS,SCES,2,1,BICS2.1,2023-10-10,Active,73.28333333333333,2.9299999999999997,6.0,0.7797619047619048,131.0,168.0,414.0,12608.0,30.454106280193237,103.5,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101551,Ann Otieno,ann.otieno1551@strathmore.edu,Male,22,SCES_BBIT,BBIT,SCES,3,2,BBIT3.2,2022-09-02,Active,70.91666666666667,2.8350000000000004,6.0,0.7083333333333334,119.0,168.0,465.0,13765.0,29.602150537634408,116.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101552,Joseph Wambui,joseph.wambui1552@strathmore.edu,Female,23,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-09-15,Active,64.075,2.565,4.0,0.6696428571428571,56.0,84.0,233.0,5977.0,25.65236051502146,58.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101553,Grace Mwangi,grace.mwangi1553@strathmore.edu,Female,23,SCES_BCNC,BCNC,SCES,3,1,BCNC3.1,2022-07-25,Active,79.25,3.17,6.0,0.8988095238095238,151.0,168.0,496.0,17294.0,34.86693548387097,124.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101554,Sarah Mwangi,sarah.mwangi1554@strathmore.edu,Female,22,SCES_BCNC,BCNC,SCES,4,2,BCNC4.2,2021-07-30,Active,71.225,2.8475,4.0,0.8303571428571429,69.0,84.0,264.0,7289.0,27.609848484848484,66.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101555,Faith Kibet,faith.kibet1555@strathmore.edu,Male,20,SCES_BCNC,BCNC,SCES,1,2,BCNC1.2,2024-08-04,Active,73.54285714285713,2.942857142857143,7.0,0.8214285714285714,161.0,196.0,584.0,17523.0,30.00513698630137,146.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101556,Samuel Wangui,samuel.wangui1556@strathmore.edu,Male,21,SCES_BBIT,BBIT,SCES,1,2,BBIT1.2,2024-08-19,Active,66.37142857142857,2.6557142857142857,7.0,0.6887755102040816,135.0,196.0,411.0,11198.0,27.24574209245742,102.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101557,David Achieng,david.achieng1557@strathmore.edu,Male,22,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-09-10,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101558,David Mutua,david.mutua1558@strathmore.edu,Male,19,SCES_BEEE,BEEE,SCES,2,2,BEEE2.2,2023-11-17,Active,75.41666666666667,3.016666666666667,6.0,0.8392857142857143,150.0,182.0,418.0,12935.0,30.944976076555022,104.5,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101559,Kevin Wambui,kevin.wambui1559@strathmore.edu,Male,24,SCES_BCNC,BCNC,SCES,4,1,BCNC4.1,2021-09-02,Active,83.14,3.3259999999999996,5.0,0.9214285714285715,115.0,126.0,494.0,15382.0,31.13765182186235,123.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101560,Caroline Mutua,caroline.mutua1560@strathmore.edu,Female,19,SCES_BCNC,BCNC,SCES,2,1,BCNC2.1,2024-01-07,Active,68.36666666666666,2.7366666666666664,6.0,0.7202380952380952,121.0,168.0,359.0,7792.0,21.704735376044567,89.75,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101561,Joyce Njeri,joyce.njeri1561@strathmore.edu,Male,24,SCES_BEEE,BEEE,SCES,4,2,BEEE4.2,2021-11-03,Active,77.575,3.1025,4.0,0.8303571428571429,68.0,84.0,335.0,10440.0,31.16417910447761,83.75,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101562,Nancy Muthoni,nancy.muthoni1562@strathmore.edu,Female,18,SCES_BCNC,BCNC,SCES,1,2,BCNC1.2,2024-10-25,Active,63.21666666666667,2.53,6.0,0.6785714285714285,114.0,168.0,320.0,8616.0,26.925,80.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101563,Rose Wanjiru,rose.wanjiru1563@strathmore.edu,Female,23,SCES_BEEE,BEEE,SCES,3,2,BEEE3.2,2022-12-08,Active,76.85000000000001,3.073333333333333,6.0,0.8452380952380952,142.0,168.0,493.0,13678.0,27.744421906693713,123.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101564,Michael Muthoni,michael.muthoni1564@strathmore.edu,Female,21,SCES_BBIT,BBIT,SCES,2,2,BBIT2.2,2023-12-03,Active,71.4,2.855714285714286,7.0,0.7857142857142857,166.0,210.0,483.0,12562.0,26.008281573498966,120.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101565,Lucy Njoroge,lucy.njoroge1565@strathmore.edu,Female,20,SCES_BEEE,BEEE,SCES,3,1,BEEE3.1,2022-09-13,Active,74.21666666666667,2.97,6.0,0.7559523809523809,127.0,168.0,488.0,13241.0,27.133196721311474,122.0,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101566,Lucy Wambui,lucy.wambui1566@strathmore.edu,Female,23,SCES_BBIT,BBIT,SCES,3,2,BBIT3.2,2022-10-16,Active,69.12,2.766,5.0,0.7142857142857142,100.0,140.0,308.0,10018.0,32.52597402597402,77.0,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101567,Vincent Otieno,vincent.otieno1567@strathmore.edu,Male,21,SCES_BCNC,BCNC,SCES,3,1,BCNC3.1,2022-08-28,Active,78.21666666666667,3.1300000000000003,6.0,0.7619047619047619,128.0,168.0,494.0,17097.0,34.60931174089069,123.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101568,Faith Chebet,faith.chebet1568@strathmore.edu,Female,21,SCES_BEEE,BEEE,SCES,3,2,BEEE3.2,2022-08-16,Active,55.620000000000005,2.226,5.0,0.6285714285714286,88.0,140.0,255.0,5207.0,20.419607843137253,63.75,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101569,Lucy Kariuki,lucy.kariuki1569@strathmore.edu,Male,21,SCES_BEEE,BEEE,SCES,3,1,BEEE3.1,2022-08-06,Active,76.5,3.06,5.0,0.7142857142857143,100.0,140.0,367.0,12366.0,33.694822888283376,91.75,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101570,Joseph Otieno,joseph.otieno1570@strathmore.edu,Male,21,SCES_BBIT,BBIT,SCES,2,1,BBIT2.1,2023-12-02,Active,76.31666666666666,3.0500000000000003,6.0,0.7559523809523809,127.0,168.0,459.0,13434.0,29.26797385620915,114.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101571,Michael Chebet,michael.chebet1571@strathmore.edu,Male,23,SCES_BCNC,BCNC,SCES,4,2,BCNC4.2,2021-07-28,Active,82.325,3.295,4.0,0.8660714285714286,74.0,84.0,366.0,9927.0,27.12295081967213,91.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101572,Brian Mutua,brian.mutua1572@strathmore.edu,Female,21,SCES_BCNC,BCNC,SCES,3,2,BCNC3.2,2022-08-27,Active,78.85,3.151666666666667,6.0,0.8273809523809524,139.0,168.0,493.0,14127.0,28.655172413793103,123.25,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101573,Lucy Mwangi,lucy.mwangi1573@strathmore.edu,Female,19,SCES_BEEE,BEEE,SCES,1,1,BEEE1.1,2024-10-20,Active,68.28333333333333,2.731666666666667,6.0,0.6785714285714285,114.0,168.0,386.0,11146.0,28.875647668393782,96.5,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101574,James Otieno,james.otieno1574@strathmore.edu,Female,21,SCES_BEEE,BEEE,SCES,1,1,BEEE1.1,2024-09-12,Active,65.03333333333333,2.6016666666666666,6.0,0.6964285714285715,117.0,168.0,362.0,9062.0,25.03314917127072,90.5,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101575,Emmanuel Kamau,emmanuel.kamau1575@strathmore.edu,Female,19,SCES_BBIT,BBIT,SCES,2,1,BBIT2.1,2023-09-28,Active,73.88333333333334,2.955,6.0,0.8273809523809524,139.0,168.0,428.0,12256.0,28.635514018691588,107.0,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101576,Daniel Kipchoge,daniel.kipchoge1576@strathmore.edu,Male,18,SCES_BBIT,BBIT,SCES,1,2,BBIT1.2,2024-09-15,Active,73.58333333333333,2.9416666666666664,6.0,0.7380952380952381,124.0,168.0,461.0,13422.0,29.114967462039047,115.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101577,Faith Wambui,faith.wambui1577@strathmore.edu,Male,21,SCES_BBIT,BBIT,SCES,3,1,BBIT3.1,2022-07-16,Active,67.52000000000001,2.7,5.0,0.6785714285714286,95.0,140.0,412.0,13068.0,31.718446601941746,103.0,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101578,Grace Wanjiru,grace.wanjiru1578@strathmore.edu,Male,21,SCES_BEEE,BEEE,SCES,3,2,BEEE3.2,2022-12-23,Active,75.13333333333334,3.0050000000000003,6.0,0.8214285714285715,138.0,168.0,448.0,12337.0,27.537946428571427,112.0,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101579,James Kipchoge,james.kipchoge1579@strathmore.edu,Male,21,SCES_BCNC,BCNC,SCES,3,1,BCNC3.1,2022-11-07,Active,65.32000000000001,2.612,5.0,0.6214285714285714,87.0,140.0,321.0,9779.0,30.46417445482866,80.25,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101580,Samuel Wangui,samuel.wangui1580@strathmore.edu,Male,23,SCES_BCNC,BCNC,SCES,4,1,BCNC4.1,2021-07-30,Active,80.825,3.235,4.0,0.8571428571428572,83.0,98.0,418.0,11726.0,28.05263157894737,104.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101581,Lucy Muthoni,lucy.muthoni1581@strathmore.edu,Female,22,SCES_BEEE,BEEE,SCES,4,1,BEEE4.1,2021-12-14,Active,54.45,2.1774999999999998,4.0,0.5625,49.0,98.0,133.0,2610.0,19.62406015037594,33.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101582,David Wangui,david.wangui1582@strathmore.edu,Female,20,SCES_BEEE,BEEE,SCES,3,1,BEEE3.1,2022-09-17,Active,73.83333333333333,2.953333333333333,6.0,0.8154761904761904,137.0,168.0,505.0,15115.0,29.93069306930693,126.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101583,David Kariuki,david.kariuki1583@strathmore.edu,Female,20,SCES_BICS,BICS,SCES,1,2,BICS1.2,2024-09-03,Active,71.86666666666667,2.876666666666667,6.0,0.8392857142857143,141.0,168.0,455.0,12368.0,27.18241758241758,113.75,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101584,Daniel Kipchoge,daniel.kipchoge1584@strathmore.edu,Female,23,SCES_BICS,BICS,SCES,4,2,BICS4.2,2021-08-25,Active,72.75,2.9075,4.0,0.8125,71.0,84.0,266.0,7327.0,27.545112781954888,66.5,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101585,Michael Jepkorir,michael.jepkorir1585@strathmore.edu,Male,21,SCES_BICS,BICS,SCES,3,2,BICS3.2,2022-09-06,Active,67.39999999999999,2.6983333333333337,6.0,0.7142857142857143,120.0,168.0,286.0,7370.0,25.76923076923077,71.5,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101586,Brian Wangui,brian.wangui1586@strathmore.edu,Male,21,SCES_BCNC,BCNC,SCES,4,1,BCNC4.1,2021-09-20,Active,80.35,3.215,4.0,0.8928571428571429,86.0,98.0,351.0,12510.0,35.64102564102564,87.75,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101587,Sarah Kariuki,sarah.kariuki1587@strathmore.edu,Male,20,SCES_BEEE,BEEE,SCES,3,1,BEEE3.1,2022-11-10,Active,67.74,2.71,5.0,0.5928571428571429,83.0,140.0,271.0,6467.0,23.863468634686345,67.75,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101588,Brian Nyambura,brian.nyambura1588@strathmore.edu,Male,22,SCES_BEEE,BEEE,SCES,3,2,BEEE3.2,2022-08-05,Active,78.6,3.146,5.0,0.7357142857142858,103.0,140.0,461.0,16241.0,35.229934924078094,115.25,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101589,Joyce Kibet,joyce.kibet1589@strathmore.edu,Male,23,SCES_BICS,BICS,SCES,3,1,BICS3.1,2022-11-26,Active,80.04,3.2039999999999997,5.0,0.9,126.0,140.0,497.0,16113.0,32.420523138833,124.25,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101590,Caroline Achieng,caroline.achieng1590@strathmore.edu,Female,22,SCES_BICS,BICS,SCES,3,2,BICS3.2,2022-11-11,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101591,Lucy Nyambura,lucy.nyambura1591@strathmore.edu,Female,22,SCES_BCNC,BCNC,SCES,3,1,BCNC3.1,2022-10-10,Active,73.14,2.926,5.0,0.7785714285714286,109.0,140.0,338.0,10282.0,30.420118343195266,84.5,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101592,Daniel Kariuki,daniel.kariuki1592@strathmore.edu,Female,23,SCES_BEEE,BEEE,SCES,3,2,BEEE3.2,2023-01-07,Active,68.46000000000001,2.74,5.0,0.6714285714285715,94.0,140.0,299.0,7464.0,24.963210702341136,74.75,School of Computing and Engineering Sciences,Bachelor of Science in Electrical and Electronics Engineering
101593,Joseph Wanjiru,joseph.wanjiru1593@strathmore.edu,Male,24,SCES_BCNC,BCNC,SCES,4,2,BCNC4.2,2021-10-30,Active,66.65,2.6675000000000004,4.0,0.6785714285714286,59.0,84.0,269.0,7260.0,26.98884758364312,67.25,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101594,Vincent Njoroge,vincent.njoroge1594@strathmore.edu,Female,21,SCES_BBIT,BBIT,SCES,2,2,BBIT2.2,2024-01-02,Active,72.15714285714286,2.8857142857142857,7.0,0.782312925170068,165.0,210.0,588.0,15904.0,27.047619047619047,147.0,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101595,Joseph Mutua,joseph.mutua1595@strathmore.edu,Female,21,SCES_BCNC,BCNC,SCES,2,1,BCNC2.1,2023-12-12,Active,67.04285714285714,2.6814285714285715,7.0,0.7602040816326531,149.0,196.0,488.0,12730.0,26.08606557377049,122.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101596,Grace Mutua,grace.mutua1596@strathmore.edu,Male,24,SCES_BCNC,BCNC,SCES,4,2,BCNC4.2,2021-07-16,On Leave,74.175,2.967142857142857,6.0,0.7916666666666666,126.0,0.0,0.0,0.0,30.20418848167539,109.25,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101597,Vincent Wangui,vincent.wangui1597@strathmore.edu,Female,19,SCES_BCNC,BCNC,SCES,2,2,BCNC2.2,2023-12-14,Active,68.53333333333333,2.74,6.0,0.7857142857142857,132.0,168.0,400.0,10378.0,25.945,100.0,School of Computing and Engineering Sciences,Bachelor of Science in Computer Networks and Cyber Security
101598,Daniel Otieno,daniel.otieno1598@strathmore.edu,Female,20,SCES_BBIT,BBIT,SCES,3,2,BBIT3.2,2022-09-10,Active,70.55,2.8200000000000003,6.0,0.7976190476190476,134.0,168.0,431.0,11433.0,26.526682134570766,107.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101599,Rose Ochieng,rose.ochieng1599@strathmore.edu,Male,21,SCES_BICS,BICS,SCES,3,2,BICS3.2,2022-08-11,Active,77.23333333333333,3.09,6.0,0.8273809523809524,139.0,168.0,431.0,13493.0,31.306264501160094,107.75,School of Computing and Engineering Sciences,Bachelor of Science in Informatics and Computer Science
101600,David Jepkorir,david.jepkorir1600@strathmore.edu,Male,20,SCES_BBIT,BBIT,SCES,1,2,BBIT1.2,2024-08-14,Active,80.51666666666667,3.2216666666666662,6.0,0.8095238095238096,136.0,168.0,509.0,18101.0,35.56188605108055,127.25,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
101601,Joyce Otieno,joyce.otieno1601@strathmore.edu,Male,20,SCES_BBIT,BBIT,SCES,3,1,BBIT3.1,2022-07-13,Active,58.839999999999996,2.354,5.0,0.7071428571428571,99.0,140.0,323.0,7802.0,24.154798761609907,80.75,School of Computing and Engineering Sciences,Bachelor of Business Information Technology
