user_id,username,email,role,full_name,is_active
U_100663,grace.kamau663,grace.kamau663@strathmore.edu,student,Grace Kamau,True
U_100664,peter.wangui664,peter.wangui664@strathmore.edu,student,Peter Wangui,True
U_100665,james.achieng665,james.achieng665@strathmore.edu,student,James Achieng,False
U_100666,ann.wambui666,ann.wambui666@strathmore.edu,student,Ann Wambui,True
U_100667,lucy.mutua667,lucy.mutua667@strathmore.edu,student,Lucy Mutua,True
U_100668,joseph.mutua668,joseph.mutua668@strathmore.edu,student,Joseph Mutua,True
U_100669,mary.wambui669,mary.wambui669@strathmore.edu,student,Mary Wambui,True
U_100670,joseph.nyambura670,joseph.nyambura670@strathmore.edu,student,Joseph Nyambura,True
U_100671,mary.kipchoge671,mary.kipchoge671@strathmore.edu,student,Mary Kipchoge,True
U_100672,samuel.jepkorir672,samuel.jepkorir672@strathmore.edu,student,Samuel Jepkorir,True
U_100673,kevin.njoroge673,kevin.njoroge673@strathmore.edu,student,Kevin Njoroge,True
U_100674,vincent.achieng674,vincent.achieng674@strathmore.edu,student,Vincent Achieng,True
U_100675,brian.mwangi675,brian.mwangi675@strathmore.edu,student,Brian Mwangi,True
U_100676,samuel.kibet676,samuel.kibet676@strathmore.edu,student,Samuel Kibet,True
U_100677,rose.kariuki677,rose.kariuki677@strathmore.edu,student,Rose Kariuki,True
U_100678,michael.kamau678,michael.kamau678@strathmore.edu,student,Michael Kamau,True
U_100679,faith.njoroge679,faith.njoroge679@strathmore.edu,student,Faith Njoroge,True
U_100680,john.wambui680,john.wambui680@strathmore.edu,student,John Wambui,True
U_100681,ruth.wanjiru681,ruth.wanjiru681@strathmore.edu,student,Ruth Wanjiru,True
U_100682,ann.achieng682,ann.achieng682@strathmore.edu,student,Ann Achieng,True
U_100683,mary.ochieng683,mary.ochieng683@strathmore.edu,student,Mary Ochieng,True
U_100684,nancy.ochieng684,nancy.ochieng684@strathmore.edu,student,Nancy Ochieng,True
U_100685,daniel.kipchoge685,daniel.kipchoge685@strathmore.edu,student,Daniel Kipchoge,True
U_100686,emmanuel.kipchoge686,emmanuel.kipchoge686@strathmore.edu,student,Emmanuel Kipchoge,True
U_100687,michael.kipchoge687,michael.kipchoge687@strathmore.edu,student,Michael Kipchoge,True
U_100688,caroline.wambui688,caroline.wambui688@strathmore.edu,student,Caroline Wambui,True
U_100689,sarah.njoroge689,sarah.njoroge689@strathmore.edu,student,Sarah Njoroge,True
U_100690,emmanuel.njoroge690,emmanuel.njoroge690@strathmore.edu,student,Emmanuel Njoroge,True
U_100691,brian.jepkorir691,brian.jepkorir691@strathmore.edu,student,Brian Jepkorir,True
U_100692,samuel.kamau692,samuel.kamau692@strathmore.edu,student,Samuel Kamau,True
U_100693,lucy.wanjiru693,lucy.wanjiru693@strathmore.edu,student,Lucy Wanjiru,True
U_100694,kevin.njeri694,kevin.njeri694@strathmore.edu,student,Kevin Njeri,True
U_100695,daniel.chebet695,daniel.chebet695@strathmore.edu,student,Daniel Chebet,False
U_100696,emmanuel.jepkorir696,emmanuel.jepkorir696@strathmore.edu,student,Emmanuel Jepkorir,True
U_100697,daniel.wanjiru697,daniel.wanjiru697@strathmore.edu,student,Daniel Wanjiru,True
U_100698,jane.njoroge698,jane.njoroge698@strathmore.edu,student,Jane Njoroge,True
U_100699,peter.kariuki699,peter.kariuki699@strathmore.edu,student,Peter Kariuki,False
U_100700,rose.kipchoge700,rose.kipchoge700@strathmore.edu,student,Rose Kipchoge,True
U_100701,james.njoroge701,james.njoroge701@strathmore.edu,student,James Njoroge,True
U_100702,mary.ochieng702,mary.ochieng702@strathmore.edu,student,Mary Ochieng,True
U_100703,rose.nyambura703,rose.nyambura703@strathmore.edu,student,Rose Nyambura,True
U_100704,michael.jepkorir704,michael.jepkorir704@strathmore.edu,student,Michael Jepkorir,True
U_100705,sarah.kamau705,sarah.kamau705@strathmore.edu,student,Sarah Kamau,True
U_100706,vincent.nyambura706,vincent.nyambura706@strathmore.edu,student,Vincent Nyambura,True
U_100707,nancy.kariuki707,nancy.kariuki707@strathmore.edu,student,Nancy Kariuki,True
U_100708,joseph.wanjiru708,joseph.wanjiru708@strathmore.edu,student,Joseph Wanjiru,True
U_100709,samuel.kariuki709,samuel.kariuki709@strathmore.edu,student,Samuel Kariuki,True
U_100710,peter.kariuki710,peter.kariuki710@strathmore.edu,student,Peter Kariuki,True
U_100711,emmanuel.kariuki711,emmanuel.kariuki711@strathmore.edu,student,Emmanuel Kariuki,True
U_100712,ruth.mwangi712,ruth.mwangi712@strathmore.edu,student,Ruth Mwangi,True
U_100713,lucy.muthoni713,lucy.muthoni713@strathmore.edu,student,Lucy Muthoni,True
U_100714,caroline.kibet714,caroline.kibet714@strathmore.edu,student,Caroline Kibet,True
U_100715,jane.jepkorir715,jane.jepkorir715@strathmore.edu,student,Jane Jepkorir,True
U_100716,grace.wangui716,grace.wangui716@strathmore.edu,student,Grace Wangui,True
U_100717,ann.mutua717,ann.mutua717@strathmore.edu,student,Ann Mutua,True
U_100718,kevin.mutua718,kevin.mutua718@strathmore.edu,student,Kevin Mutua,True
U_100719,sarah.mwangi719,sarah.mwangi719@strathmore.edu,student,Sarah Mwangi,True
U_100720,samuel.kamau720,samuel.kamau720@strathmore.edu,student,Samuel Kamau,True
U_100721,kevin.njoroge721,kevin.njoroge721@strathmore.edu,student,Kevin Njoroge,True
U_100722,ruth.ochieng722,ruth.ochieng722@strathmore.edu,student,Ruth Ochieng,True
U_100723,nancy.wanjiru723,nancy.wanjiru723@strathmore.edu,student,Nancy Wanjiru,True
U_100724,vincent.mwangi724,vincent.mwangi724@strathmore.edu,student,Vincent Mwangi,True
U_100725,joyce.achieng725,joyce.achieng725@strathmore.edu,student,Joyce Achieng,True
U_100726,james.nyambura726,james.nyambura726@strathmore.edu,student,James Nyambura,True
U_100727,rose.wangui727,rose.wangui727@strathmore.edu,student,Rose Wangui,True
U_100728,kevin.njeri728,kevin.njeri728@strathmore.edu,student,Kevin Njeri,True
U_100729,grace.njeri729,grace.njeri729@strathmore.edu,student,Grace Njeri,False
U_100730,samuel.chebet730,samuel.chebet730@strathmore.edu,student,Samuel Chebet,True
U_100731,vincent.ochieng731,vincent.ochieng731@strathmore.edu,student,Vincent Ochieng,True
U_100732,peter.wambui732,peter.wambui732@strathmore.edu,student,Peter Wambui,True
U_100733,john.wangui733,john.wangui733@strathmore.edu,student,John Wangui,False
U_100734,jane.nyambura734,jane.nyambura734@strathmore.edu,student,Jane Nyambura,True
U_100735,samuel.achieng735,samuel.achieng735@strathmore.edu,student,Samuel Achieng,True
U_100736,brian.ochieng736,brian.ochieng736@strathmore.edu,student,Brian Ochieng,True
U_100737,john.muthoni737,john.muthoni737@strathmore.edu,student,John Muthoni,True
U_100738,vincent.wambui738,vincent.wambui738@strathmore.edu,student,Vincent Wambui,False
U_100739,caroline.kibet739,caroline.kibet739@strathmore.edu,student,Caroline Kibet,True
U_100740,emmanuel.achieng740,emmanuel.achieng740@strathmore.edu,student,Emmanuel Achieng,True
U_100741,kevin.mwangi741,kevin.mwangi741@strathmore.edu,student,Kevin Mwangi,True
U_100742,joseph.wangui742,joseph.wangui742@strathmore.edu,student,Joseph Wangui,False
U_100743,kevin.mwangi743,kevin.mwangi743@strathmore.edu,student,Kevin Mwangi,True
U_100744,emmanuel.otieno744,emmanuel.otieno744@strathmore.edu,student,Emmanuel Otieno,True
U_100745,joseph.kariuki745,joseph.kariuki745@strathmore.edu,student,Joseph Kariuki,True
U_100746,joyce.kamau746,joyce.kamau746@strathmore.edu,student,Joyce Kamau,True
U_100747,kevin.chebet747,kevin.chebet747@strathmore.edu,student,Kevin Chebet,True
U_100748,peter.wanjiru748,peter.wanjiru748@strathmore.edu,student,Peter Wanjiru,True
U_100749,joyce.achieng749,joyce.achieng749@strathmore.edu,student,Joyce Achieng,True
U_100750,peter.kariuki750,peter.kariuki750@strathmore.edu,student,Peter Kariuki,True
U_100751,michael.wanjiru751,michael.wanjiru751@strathmore.edu,student,Michael Wanjiru,False
U_100752,michael.achieng752,michael.achieng752@strathmore.edu,student,Michael Achieng,True
U_100753,emmanuel.wangui753,emmanuel.wangui753@strathmore.edu,student,Emmanuel Wangui,True
U_100754,kevin.otieno754,kevin.otieno754@strathmore.edu,student,Kevin Otieno,True
U_100755,kevin.kamau755,kevin.kamau755@strathmore.edu,student,Kevin Kamau,True
U_100756,james.mutua756,james.mutua756@strathmore.edu,student,James Mutua,True
U_100757,rose.ochieng757,rose.ochieng757@strathmore.edu,student,Rose Ochieng,True
U_100758,ruth.mutua758,ruth.mutua758@strathmore.edu,student,Ruth Mutua,True
U_100759,daniel.ochieng759,daniel.ochieng759@strathmore.edu,student,Daniel Ochieng,True
U_100760,joseph.njoroge760,joseph.njoroge760@strathmore.edu,student,Joseph Njoroge,True
U_100761,emmanuel.kariuki761,emmanuel.kariuki761@strathmore.edu,student,Emmanuel Kariuki,True
U_100762,samuel.wambui762,samuel.wambui762@strathmore.edu,student,Samuel Wambui,True
U_100763,kevin.kamau763,kevin.kamau763@strathmore.edu,student,Kevin Kamau,True
U_100764,david.kipchoge764,david.kipchoge764@strathmore.edu,student,David Kipchoge,True
U_100765,lucy.kamau765,lucy.kamau765@strathmore.edu,student,Lucy Kamau,True
U_100766,mary.nyambura766,mary.nyambura766@strathmore.edu,student,Mary Nyambura,True
U_100767,caroline.wambui767,caroline.wambui767@strathmore.edu,student,Caroline Wambui,True
U_100768,sarah.jepkorir768,sarah.jepkorir768@strathmore.edu,student,Sarah Jepkorir,True
U_100769,peter.muthoni769,peter.muthoni769@strathmore.edu,student,Peter Muthoni,True
U_100770,grace.kariuki770,grace.kariuki770@strathmore.edu,student,Grace Kariuki,True
U_100771,grace.kamau771,grace.kamau771@strathmore.edu,student,Grace Kamau,False
U_100772,vincent.nyambura772,vincent.nyambura772@strathmore.edu,student,Vincent Nyambura,True
U_100773,brian.kariuki773,brian.kariuki773@strathmore.edu,student,Brian Kariuki,True
U_100774,lucy.ochieng774,lucy.ochieng774@strathmore.edu,student,Lucy Ochieng,True
U_100775,sarah.kipchoge775,sarah.kipchoge775@strathmore.edu,student,Sarah Kipchoge,True
U_100776,michael.wanjiru776,michael.wanjiru776@strathmore.edu,student,Michael Wanjiru,True
U_100777,joyce.wanjiru777,joyce.wanjiru777@strathmore.edu,student,Joyce Wanjiru,True
U_100778,caroline.kariuki778,caroline.kariuki778@strathmore.edu,student,Caroline Kariuki,True
U_100779,lucy.kipchoge779,lucy.kipchoge779@strathmore.edu,student,Lucy Kipchoge,True
U_100780,ann.njoroge780,ann.njoroge780@strathmore.edu,student,Ann Njoroge,True
U_100781,rose.njeri781,rose.njeri781@strathmore.edu,student,Rose Njeri,True
U_100782,mary.njeri782,mary.njeri782@strathmore.edu,student,Mary Njeri,True
U_100783,kevin.njoroge783,kevin.njoroge783@strathmore.edu,student,Kevin Njoroge,True
U_100784,samuel.wanjiru784,samuel.wanjiru784@strathmore.edu,student,Samuel Wanjiru,True
U_100785,daniel.wambui785,daniel.wambui785@strathmore.edu,student,Daniel Wambui,True
U_100786,brian.wangui786,brian.wangui786@strathmore.edu,student,Brian Wangui,True
U_100787,rose.wambui787,rose.wambui787@strathmore.edu,student,Rose Wambui,False
U_100788,samuel.kamau788,samuel.kamau788@strathmore.edu,student,Samuel Kamau,True
U_100789,brian.mwangi789,brian.mwangi789@strathmore.edu,student,Brian Mwangi,True
U_100790,john.njeri790,john.njeri790@strathmore.edu,student,John Njeri,True
U_100791,peter.kamau791,peter.kamau791@strathmore.edu,student,Peter Kamau,True
U_100792,john.kariuki792,john.kariuki792@strathmore.edu,student,John Kariuki,True
U_100793,vincent.kamau793,vincent.kamau793@strathmore.edu,student,Vincent Kamau,True
U_100794,michael.jepkorir794,michael.jepkorir794@strathmore.edu,student,Michael Jepkorir,False
U_100795,joyce.chebet795,joyce.chebet795@strathmore.edu,student,Joyce Chebet,True
U_100796,ruth.chebet796,ruth.chebet796@strathmore.edu,student,Ruth Chebet,True
U_100797,sarah.wangui797,sarah.wangui797@strathmore.edu,student,Sarah Wangui,True
U_100798,ann.otieno798,ann.otieno798@strathmore.edu,student,Ann Otieno,True
U_100799,brian.muthoni799,brian.muthoni799@strathmore.edu,student,Brian Muthoni,False
U_100800,peter.njoroge800,peter.njoroge800@strathmore.edu,student,Peter Njoroge,True
U_100801,peter.muthoni801,peter.muthoni801@strathmore.edu,student,Peter Muthoni,True
U_100802,david.kipchoge802,david.kipchoge802@strathmore.edu,student,David Kipchoge,True
U_100803,kevin.kamau803,kevin.kamau803@strathmore.edu,student,Kevin Kamau,True
U_100804,brian.mutua804,brian.mutua804@strathmore.edu,student,Brian Mutua,True
U_100805,brian.jepkorir805,brian.jepkorir805@strathmore.edu,student,Brian Jepkorir,True
U_100806,michael.wambui806,michael.wambui806@strathmore.edu,student,Michael Wambui,True
U_100807,kevin.achieng807,kevin.achieng807@strathmore.edu,student,Kevin Achieng,True
U_100808,james.achieng808,james.achieng808@strathmore.edu,student,James Achieng,True
U_100809,michael.chebet809,michael.chebet809@strathmore.edu,student,Michael Chebet,True
U_100810,kevin.jepkorir810,kevin.jepkorir810@strathmore.edu,student,Kevin Jepkorir,False
U_100811,james.kariuki811,james.kariuki811@strathmore.edu,student,James Kariuki,True
U_100812,lucy.nyambura812,lucy.nyambura812@strathmore.edu,student,Lucy Nyambura,True
U_100813,james.jepkorir813,james.jepkorir813@strathmore.edu,student,James Jepkorir,True
U_100814,kevin.chebet814,kevin.chebet814@strathmore.edu,student,Kevin Chebet,True
U_100815,michael.njoroge815,michael.njoroge815@strathmore.edu,student,Michael Njoroge,True
U_100816,lucy.mutua816,lucy.mutua816@strathmore.edu,student,Lucy Mutua,True
U_100817,ruth.kamau817,ruth.kamau817@strathmore.edu,student,Ruth Kamau,True
U_100818,peter.njoroge818,peter.njoroge818@strathmore.edu,student,Peter Njoroge,True
U_100819,ann.njeri819,ann.njeri819@strathmore.edu,student,Ann Njeri,True
U_100820,brian.mutua820,brian.mutua820@strathmore.edu,student,Brian Mutua,True
U_100821,michael.njeri821,michael.njeri821@strathmore.edu,student,Michael Njeri,True
U_100822,jane.jepkorir822,jane.jepkorir822@strathmore.edu,student,Jane Jepkorir,True
U_100823,kevin.wambui823,kevin.wambui823@strathmore.edu,student,Kevin Wambui,False
U_100824,emmanuel.wangui824,emmanuel.wangui824@strathmore.edu,student,Emmanuel Wangui,True
U_100825,emmanuel.wambui825,emmanuel.wambui825@strathmore.edu,student,Emmanuel Wambui,True
U_100826,ruth.wangui826,ruth.wangui826@strathmore.edu,student,Ruth Wangui,True
U_100827,samuel.kamau827,samuel.kamau827@strathmore.edu,student,Samuel Kamau,True
U_100828,vincent.kibet828,vincent.kibet828@strathmore.edu,student,Vincent Kibet,True
U_100829,ruth.wanjiru829,ruth.wanjiru829@strathmore.edu,student,Ruth Wanjiru,True
U_100830,sarah.achieng830,sarah.achieng830@strathmore.edu,student,Sarah Achieng,True
U_100831,ruth.muthoni831,ruth.muthoni831@strathmore.edu,student,Ruth Muthoni,True
U_100832,lucy.njeri832,lucy.njeri832@strathmore.edu,student,Lucy Njeri,True
U_100833,david.jepkorir833,david.jepkorir833@strathmore.edu,student,David Jepkorir,True
U_100834,john.wangui834,john.wangui834@strathmore.edu,student,John Wangui,True
U_100835,caroline.kipchoge835,caroline.kipchoge835@strathmore.edu,student,Caroline Kipchoge,True
U_100836,vincent.kibet836,vincent.kibet836@strathmore.edu,student,Vincent Kibet,False
U_100837,ann.muthoni837,ann.muthoni837@strathmore.edu,student,Ann Muthoni,True
U_100838,mary.kipchoge838,mary.kipchoge838@strathmore.edu,student,Mary Kipchoge,True
U_100839,joyce.kamau839,joyce.kamau839@strathmore.edu,student,Joyce Kamau,True
U_100840,john.ochieng840,john.ochieng840@strathmore.edu,student,John Ochieng,True
U_100841,rose.wambui841,rose.wambui841@strathmore.edu,student,Rose Wambui,False
U_100842,grace.jepkorir842,grace.jepkorir842@strathmore.edu,student,Grace Jepkorir,True
U_100843,grace.kariuki843,grace.kariuki843@strathmore.edu,student,Grace Kariuki,True
U_100844,faith.njeri844,faith.njeri844@strathmore.edu,student,Faith Njeri,True
U_100845,lucy.chebet845,lucy.chebet845@strathmore.edu,student,Lucy Chebet,True
U_100846,jane.kariuki846,jane.kariuki846@strathmore.edu,student,Jane Kariuki,False
U_100847,ann.njoroge847,ann.njoroge847@strathmore.edu,student,Ann Njoroge,False
U_100848,lucy.muthoni848,lucy.muthoni848@strathmore.edu,student,Lucy Muthoni,True
U_100849,vincent.muthoni849,vincent.muthoni849@strathmore.edu,student,Vincent Muthoni,True
U_100850,joseph.muthoni850,joseph.muthoni850@strathmore.edu,student,Joseph Muthoni,True
U_100851,emmanuel.mwangi851,emmanuel.mwangi851@strathmore.edu,student,Emmanuel Mwangi,True
U_100852,kevin.muthoni852,kevin.muthoni852@strathmore.edu,student,Kevin Muthoni,True
U_100853,james.kamau853,james.kamau853@strathmore.edu,student,James Kamau,True
U_100854,grace.mwangi854,grace.mwangi854@strathmore.edu,student,Grace Mwangi,True
U_100855,brian.wangui855,brian.wangui855@strathmore.edu,student,Brian Wangui,True
U_100856,nancy.mutua856,nancy.mutua856@strathmore.edu,student,Nancy Mutua,True
U_100857,joseph.kariuki857,joseph.kariuki857@strathmore.edu,student,Joseph Kariuki,True
U_100858,jane.achieng858,jane.achieng858@strathmore.edu,student,Jane Achieng,True
U_100859,sarah.wangui859,sarah.wangui859@strathmore.edu,student,Sarah Wangui,True
U_100860,samuel.mwangi860,samuel.mwangi860@strathmore.edu,student,Samuel Mwangi,True
U_100861,james.chebet861,james.chebet861@strathmore.edu,student,James Chebet,True
U_100862,ruth.njeri862,ruth.njeri862@strathmore.edu,student,Ruth Njeri,True
U_100863,samuel.ochieng863,samuel.ochieng863@strathmore.edu,student,Samuel Ochieng,True
U_100864,daniel.wanjiru864,daniel.wanjiru864@strathmore.edu,student,Daniel Wanjiru,True
U_100865,samuel.kamau865,samuel.kamau865@strathmore.edu,student,Samuel Kamau,True
U_100866,lucy.muthoni866,lucy.muthoni866@strathmore.edu,student,Lucy Muthoni,True
U_100867,ruth.njeri867,ruth.njeri867@strathmore.edu,student,Ruth Njeri,True
U_100868,jane.mwangi868,jane.mwangi868@strathmore.edu,student,Jane Mwangi,True
U_100869,brian.wangui869,brian.wangui869@strathmore.edu,student,Brian Wangui,True
U_100870,brian.nyambura870,brian.nyambura870@strathmore.edu,student,Brian Nyambura,True
U_100871,brian.kariuki871,brian.kariuki871@strathmore.edu,student,Brian Kariuki,True
U_100872,rose.kariuki872,rose.kariuki872@strathmore.edu,student,Rose Kariuki,True
U_100873,faith.kibet873,faith.kibet873@strathmore.edu,student,Faith Kibet,True
U_100874,ann.otieno874,ann.otieno874@strathmore.edu,student,Ann Otieno,True
U_100875,james.njoroge875,james.njoroge875@strathmore.edu,student,James Njoroge,True
U_100876,ann.njeri876,ann.njeri876@strathmore.edu,student,Ann Njeri,True
U_100877,michael.jepkorir877,michael.jepkorir877@strathmore.edu,student,Michael Jepkorir,True
U_100878,peter.mutua878,peter.mutua878@strathmore.edu,student,Peter Mutua,True
U_100879,peter.mwangi879,peter.mwangi879@strathmore.edu,student,Peter Mwangi,True
U_100880,samuel.kipchoge880,samuel.kipchoge880@strathmore.edu,student,Samuel Kipchoge,True
U_100881,daniel.mutua881,daniel.mutua881@strathmore.edu,student,Daniel Mutua,True
U_100882,david.otieno882,david.otieno882@strathmore.edu,student,David Otieno,True
U_100883,vincent.muthoni883,vincent.muthoni883@strathmore.edu,student,Vincent Muthoni,True
U_100884,james.chebet884,james.chebet884@strathmore.edu,student,James Chebet,False
U_100885,caroline.wanjiru885,caroline.wanjiru885@strathmore.edu,student,Caroline Wanjiru,True
U_100886,vincent.chebet886,vincent.chebet886@strathmore.edu,student,Vincent Chebet,True
U_100887,joseph.otieno887,joseph.otieno887@strathmore.edu,student,Joseph Otieno,True
U_100888,grace.kariuki888,grace.kariuki888@strathmore.edu,student,Grace Kariuki,True
U_100889,lucy.wangui889,lucy.wangui889@strathmore.edu,student,Lucy Wangui,True
U_100890,brian.ochieng890,brian.ochieng890@strathmore.edu,student,Brian Ochieng,True
U_100891,mary.achieng891,mary.achieng891@strathmore.edu,student,Mary Achieng,True
U_100892,daniel.ochieng892,daniel.ochieng892@strathmore.edu,student,Daniel Ochieng,True
U_100893,daniel.kariuki893,daniel.kariuki893@strathmore.edu,student,Daniel Kariuki,True
U_100894,daniel.nyambura894,daniel.nyambura894@strathmore.edu,student,Daniel Nyambura,True
U_100895,joseph.wambui895,joseph.wambui895@strathmore.edu,student,Joseph Wambui,True
U_100896,vincent.achieng896,vincent.achieng896@strathmore.edu,student,Vincent Achieng,True
U_100897,ruth.achieng897,ruth.achieng897@strathmore.edu,student,Ruth Achieng,True
U_100898,faith.njoroge898,faith.njoroge898@strathmore.edu,student,Faith Njoroge,True
U_100899,david.njoroge899,david.njoroge899@strathmore.edu,student,David Njoroge,True
U_100900,john.nyambura900,john.nyambura900@strathmore.edu,student,John Nyambura,True
U_100901,emmanuel.kariuki901,emmanuel.kariuki901@strathmore.edu,student,Emmanuel Kariuki,False
U_100902,joseph.njoroge902,joseph.njoroge902@strathmore.edu,student,Joseph Njoroge,True
U_100903,mary.mutua903,mary.mutua903@strathmore.edu,student,Mary Mutua,True
U_100904,caroline.mwangi904,caroline.mwangi904@strathmore.edu,student,Caroline Mwangi,True
U_100905,grace.otieno905,grace.otieno905@strathmore.edu,student,Grace Otieno,True
U_100906,vincent.kipchoge906,vincent.kipchoge906@strathmore.edu,student,Vincent Kipchoge,True
U_100907,james.wangui907,james.wangui907@strathmore.edu,student,James Wangui,True
U_100908,michael.kipchoge908,michael.kipchoge908@strathmore.edu,student,Michael Kipchoge,True
U_100909,james.jepkorir909,james.jepkorir909@strathmore.edu,student,James Jepkorir,True
U_100910,mary.wangui910,mary.wangui910@strathmore.edu,student,Mary Wangui,False
U_100911,lucy.wanjiru911,lucy.wanjiru911@strathmore.edu,student,Lucy Wanjiru,True
U_100912,rose.kibet912,rose.kibet912@strathmore.edu,student,Rose Kibet,True
U_100913,grace.kipchoge913,grace.kipchoge913@strathmore.edu,student,Grace Kipchoge,False
U_100914,faith.wangui914,faith.wangui914@strathmore.edu,student,Faith Wangui,False
U_100915,sarah.mwangi915,sarah.mwangi915@strathmore.edu,student,Sarah Mwangi,True
U_100916,vincent.wangui916,vincent.wangui916@strathmore.edu,student,Vincent Wangui,True
U_100917,kevin.mutua917,kevin.mutua917@strathmore.edu,student,Kevin Mutua,True
U_100918,rose.ochieng918,rose.ochieng918@strathmore.edu,student,Rose Ochieng,True
U_100919,joseph.ochieng919,joseph.ochieng919@strathmore.edu,student,Joseph Ochieng,True
U_100920,emmanuel.kibet920,emmanuel.kibet920@strathmore.edu,student,Emmanuel Kibet,True
U_100921,caroline.kibet921,caroline.kibet921@strathmore.edu,student,Caroline Kibet,True
U_100922,joseph.wangui922,joseph.wangui922@strathmore.edu,student,Joseph Wangui,True
U_100923,ann.njeri923,ann.njeri923@strathmore.edu,student,Ann Njeri,True
U_100924,joyce.kibet924,joyce.kibet924@strathmore.edu,student,Joyce Kibet,True
U_100925,lucy.nyambura925,lucy.nyambura925@strathmore.edu,student,Lucy Nyambura,True
U_100926,samuel.wanjiru926,samuel.wanjiru926@strathmore.edu,student,Samuel Wanjiru,True
U_100927,joyce.otieno927,joyce.otieno927@strathmore.edu,student,Joyce Otieno,True
U_100928,kevin.achieng928,kevin.achieng928@strathmore.edu,student,Kevin Achieng,True
U_100929,jane.mutua929,jane.mutua929@strathmore.edu,student,Jane Mutua,True
U_100930,peter.otieno930,peter.otieno930@strathmore.edu,student,Peter Otieno,True
U_100931,grace.wangui931,grace.wangui931@strathmore.edu,student,Grace Wangui,True
U_100932,caroline.chebet932,caroline.chebet932@strathmore.edu,student,Caroline Chebet,True
U_100933,sarah.kamau933,sarah.kamau933@strathmore.edu,student,Sarah Kamau,True
U_100934,faith.njeri934,faith.njeri934@strathmore.edu,student,Faith Njeri,True
U_100935,john.muthoni935,john.muthoni935@strathmore.edu,student,John Muthoni,True
U_100936,kevin.wambui936,kevin.wambui936@strathmore.edu,student,Kevin Wambui,True
U_100937,emmanuel.njeri937,emmanuel.njeri937@strathmore.edu,student,Emmanuel Njeri,True
U_100938,brian.wangui938,brian.wangui938@strathmore.edu,student,Brian Wangui,True
U_100939,peter.otieno939,peter.otieno939@strathmore.edu,student,Peter Otieno,False
U_100940,ruth.kariuki940,ruth.kariuki940@strathmore.edu,student,Ruth Kariuki,True
U_100941,kevin.wambui941,kevin.wambui941@strathmore.edu,student,Kevin Wambui,True
U_100942,joseph.njeri942,joseph.njeri942@strathmore.edu,student,Joseph Njeri,True
U_100943,peter.wangui943,peter.wangui943@strathmore.edu,student,Peter Wangui,True
U_100944,ann.wangui944,ann.wangui944@strathmore.edu,student,Ann Wangui,True
U_100945,michael.chebet945,michael.chebet945@strathmore.edu,student,Michael Chebet,True
U_100946,caroline.wambui946,caroline.wambui946@strathmore.edu,student,Caroline Wambui,True
U_100947,mary.jepkorir947,mary.jepkorir947@strathmore.edu,student,Mary Jepkorir,True
U_100948,sarah.muthoni948,sarah.muthoni948@strathmore.edu,student,Sarah Muthoni,True
U_100949,david.chebet949,david.chebet949@strathmore.edu,student,David Chebet,True
U_100950,ruth.mutua950,ruth.mutua950@strathmore.edu,student,Ruth Mutua,True
U_100951,john.wambui951,john.wambui951@strathmore.edu,student,John Wambui,True
U_100952,vincent.njeri952,vincent.njeri952@strathmore.edu,student,Vincent Njeri,True
U_100953,ann.njeri953,ann.njeri953@strathmore.edu,student,Ann Njeri,True
U_100954,john.kipchoge954,john.kipchoge954@strathmore.edu,student,John Kipchoge,False
U_100955,grace.njeri955,grace.njeri955@strathmore.edu,student,Grace Njeri,True
U_100956,emmanuel.kipchoge956,emmanuel.kipchoge956@strathmore.edu,student,Emmanuel Kipchoge,True
U_100957,john.otieno957,john.otieno957@strathmore.edu,student,John Otieno,True
U_100958,caroline.kariuki958,caroline.kariuki958@strathmore.edu,student,Caroline Kariuki,True
U_100959,daniel.mwangi959,daniel.mwangi959@strathmore.edu,student,Daniel Mwangi,True
U_100960,brian.mutua960,brian.mutua960@strathmore.edu,student,Brian Mutua,True
U_100961,jane.njeri961,jane.njeri961@strathmore.edu,student,Jane Njeri,True
U_100962,sarah.wanjiru962,sarah.wanjiru962@strathmore.edu,student,Sarah Wanjiru,True
U_100963,faith.jepkorir963,faith.jepkorir963@strathmore.edu,student,Faith Jepkorir,True
U_100964,vincent.kibet964,vincent.kibet964@strathmore.edu,student,Vincent Kibet,True
U_100965,ruth.kariuki965,ruth.kariuki965@strathmore.edu,student,Ruth Kariuki,True
U_100966,ann.kibet966,ann.kibet966@strathmore.edu,student,Ann Kibet,True
U_100967,joseph.jepkorir967,joseph.jepkorir967@strathmore.edu,student,Joseph Jepkorir,True
U_100968,lucy.njeri968,lucy.njeri968@strathmore.edu,student,Lucy Njeri,True
U_100969,vincent.kipchoge969,vincent.kipchoge969@strathmore.edu,student,Vincent Kipchoge,True
U_100970,nancy.chebet970,nancy.chebet970@strathmore.edu,student,Nancy Chebet,True
U_100971,mary.kipchoge971,mary.kipchoge971@strathmore.edu,student,Mary Kipchoge,True
U_100972,lucy.kamau972,lucy.kamau972@strathmore.edu,student,Lucy Kamau,True
U_100973,david.achieng973,david.achieng973@strathmore.edu,student,David Achieng,True
U_100974,ann.wangui974,ann.wangui974@strathmore.edu,student,Ann Wangui,True
U_100975,caroline.kibet975,caroline.kibet975@strathmore.edu,student,Caroline Kibet,True
U_100976,daniel.ochieng976,daniel.ochieng976@strathmore.edu,student,Daniel Ochieng,True
