student_id,name,email,gender,age,program_id,program_code,school_id,year_of_study,semester,class_level,enrollment_date,status
100461,Ruth Nyambura,ruth.nyambura461@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-11-27,Active
100462,Mary Nyambura,mary.nyambura462@strathmore.edu,Female,23,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-07-17,On Leave
100463,Daniel Wangui,daniel.wangui463@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2023-01-04,Active
100464,Rose Kibet,rose.kibet464@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-10-07,Active
100465,Mary Mwangi,mary.mwangi465@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-07-25,Active
100466,Mary Muthoni,mary.muthoni466@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-08-21,Active
100467,Vincent Kibet,vincent.kibet467@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-07-23,Active
100468,Brian Otieno,brian.otieno468@strathmore.edu,Male,19,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-10-28,Active
100469,Sarah Wangui,sarah.wangui469@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-10-09,Active
100470,Jane Achieng,jane.achieng470@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-10-15,Active
100471,John Ochieng,john.ochieng471@strathmore.edu,Male,18,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-08-30,Active
100472,Rose Muthoni,rose.muthoni472@strathmore.edu,Female,22,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-11-02,Active
100473,Sarah Achieng,sarah.achieng473@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-09-20,Active
100474,Sarah Wanjiru,sarah.wanjiru474@strathmore.edu,Male,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-10-08,Active
100475,Caroline Otieno,caroline.otieno475@strathmore.edu,Female,19,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-12-09,Active
100476,Kevin Otieno,kevin.otieno476@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-12-11,Active
100477,Rose Wanjiru,rose.wanjiru477@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-08-16,Active
100478,Grace Mwangi,grace.mwangi478@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-09-06,Active
100479,Ann Kariuki,ann.kariuki479@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2025-01-04,Active
100480,Joyce Kipchoge,joyce.kipchoge480@strathmore.edu,Male,22,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-07-23,Active
100481,Lucy Chebet,lucy.chebet481@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-07-28,On Leave
100482,Brian Wangui,brian.wangui482@strathmore.edu,Male,24,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-10-18,Active
100483,Michael Wanjiru,michael.wanjiru483@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-12-19,Active
100484,Samuel Kariuki,samuel.kariuki484@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-12-08,On Leave
100485,Rose Kamau,rose.kamau485@strathmore.edu,Female,18,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-08-18,Active
100486,Peter Nyambura,peter.nyambura486@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-12-26,Active
100487,Kevin Mutua,kevin.mutua487@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-12-15,Active
100488,Faith Kamau,faith.kamau488@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-07-13,Active
100489,Grace Wangui,grace.wangui489@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-08-05,Active
100490,Sarah Mwangi,sarah.mwangi490@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-12-12,Active
100491,Mary Muthoni,mary.muthoni491@strathmore.edu,Male,24,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2022-01-07,Active
100492,Mary Jepkorir,mary.jepkorir492@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-12-07,Active
100493,Joyce Mutua,joyce.mutua493@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-09-29,On Leave
100494,Jane Kariuki,jane.kariuki494@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-07-13,Active
100495,Daniel Jepkorir,daniel.jepkorir495@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-07-17,Active
100496,Joyce Kibet,joyce.kibet496@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-08-18,Active
100497,Samuel Njeri,samuel.njeri497@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,3,2,BFS3.2,2023-01-02,Active
100498,Mary Wanjiru,mary.wanjiru498@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-07-18,Active
100499,Mary Nyambura,mary.nyambura499@strathmore.edu,Female,22,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-12-13,Active
100500,Joyce Jepkorir,joyce.jepkorir500@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-07-15,Active
100501,Joseph Mwangi,joseph.mwangi501@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-11-05,Active
100502,Kevin Wambui,kevin.wambui502@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-09-16,Active
100503,Joyce Ochieng,joyce.ochieng503@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-12-29,Active
100504,Nancy Otieno,nancy.otieno504@strathmore.edu,Female,19,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-10-16,Active
100505,James Wanjiru,james.wanjiru505@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-09-05,Active
100506,Nancy Chebet,nancy.chebet506@strathmore.edu,Male,19,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-08-27,Active
100507,Brian Achieng,brian.achieng507@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-11-13,Active
100508,Joyce Mutua,joyce.mutua508@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-08-03,Active
100509,Nancy Kamau,nancy.kamau509@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-07-27,Active
100510,Caroline Wambui,caroline.wambui510@strathmore.edu,Female,18,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-10-01,Active
100511,Rose Nyambura,rose.nyambura511@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-12-27,Active
100512,Emmanuel Njoroge,emmanuel.njoroge512@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-08-24,Active
100513,Emmanuel Ochieng,emmanuel.ochieng513@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-11-17,Active
100514,Vincent Njeri,vincent.njeri514@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-10-15,Active
100515,Peter Wanjiru,peter.wanjiru515@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-11-03,Active
100516,Kevin Mwangi,kevin.mwangi516@strathmore.edu,Male,24,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-07-20,Active
100517,John Ochieng,john.ochieng517@strathmore.edu,Female,18,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-10-25,Active
100518,Jane Ochieng,jane.ochieng518@strathmore.edu,Female,23,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-07-23,Active
100519,Grace Jepkorir,grace.jepkorir519@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-07-30,Active
100520,Joyce Chebet,joyce.chebet520@strathmore.edu,Male,18,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2025-01-06,Active
100521,Joseph Jepkorir,joseph.jepkorir521@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-11-14,Active
100522,Emmanuel Kipchoge,emmanuel.kipchoge522@strathmore.edu,Male,20,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-08-04,Active
100523,David Muthoni,david.muthoni523@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-10-26,Active
100524,Michael Muthoni,michael.muthoni524@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-12-07,Active
100525,Faith Muthoni,faith.muthoni525@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-06,Active
100526,Caroline Nyambura,caroline.nyambura526@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-11-26,Active
100527,Faith Wambui,faith.wambui527@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-07-19,Active
100528,Lucy Kariuki,lucy.kariuki528@strathmore.edu,Female,24,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-08-20,Active
100529,Emmanuel Ochieng,emmanuel.ochieng529@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-08-01,Active
100530,Peter Kamau,peter.kamau530@strathmore.edu,Male,18,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-08-19,Active
100531,Nancy Wangui,nancy.wangui531@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-08-11,Active
100532,Jane Kibet,jane.kibet532@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-09-02,Active
100533,Faith Achieng,faith.achieng533@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-08-17,On Leave
100534,Joyce Kibet,joyce.kibet534@strathmore.edu,Male,22,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-09-06,Active
100535,Michael Chebet,michael.chebet535@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-10-01,Active
100536,Kevin Wanjiru,kevin.wanjiru536@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-11-01,Active
100537,Samuel Achieng,samuel.achieng537@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-08-29,Active
100538,Faith Kipchoge,faith.kipchoge538@strathmore.edu,Female,24,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-09-07,Active
100539,John Kipchoge,john.kipchoge539@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-12-20,Active
100540,Michael Njoroge,michael.njoroge540@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-08-07,Active
100541,Sarah Wambui,sarah.wambui541@strathmore.edu,Male,24,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-07-20,Active
100542,David Achieng,david.achieng542@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-12-07,Active
100543,Grace Kibet,grace.kibet543@strathmore.edu,Male,19,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-11-02,On Leave
100544,Brian Mwangi,brian.mwangi544@strathmore.edu,Male,19,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-09-15,Active
100545,Lucy Wangui,lucy.wangui545@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-08-12,Active
100546,Grace Kipchoge,grace.kipchoge546@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-08-09,Active
100547,Faith Mwangi,faith.mwangi547@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-11-18,Active
100548,Brian Njeri,brian.njeri548@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-08-04,Active
100549,Nancy Kipchoge,nancy.kipchoge549@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-08-06,Active
100550,John Njeri,john.njeri550@strathmore.edu,Male,24,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-11-11,On Leave
100551,Lucy Mwangi,lucy.mwangi551@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-11-04,Active
100552,Faith Ochieng,faith.ochieng552@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2023-01-07,Active
100553,John Kipchoge,john.kipchoge553@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-07-15,Active
100554,Ann Chebet,ann.chebet554@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-11-02,Active
100555,Ann Chebet,ann.chebet555@strathmore.edu,Male,23,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-08-20,Active
100556,Lucy Achieng,lucy.achieng556@strathmore.edu,Female,22,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-08-14,Active
100557,Vincent Mwangi,vincent.mwangi557@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-07-13,On Leave
100558,Sarah Njoroge,sarah.njoroge558@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-10-01,On Leave
100559,John Ochieng,john.ochieng559@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-12-23,Active
100560,Ruth Ochieng,ruth.ochieng560@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-08-08,Active
100561,Grace Wangui,grace.wangui561@strathmore.edu,Male,23,SBS_BFS,BFS,SBS,4,1,BFS4.1,2021-11-20,Active
100562,Caroline Kipchoge,caroline.kipchoge562@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-11-08,Active
100563,Grace Ochieng,grace.ochieng563@strathmore.edu,Female,23,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-09-27,Active
100564,Brian Kamau,brian.kamau564@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-10-11,On Leave
100565,Michael Wambui,michael.wambui565@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-11-03,Active
100566,Brian Muthoni,brian.muthoni566@strathmore.edu,Female,18,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-08-29,On Leave
100567,Nancy Otieno,nancy.otieno567@strathmore.edu,Female,22,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-10-14,On Leave
100568,Kevin Kariuki,kevin.kariuki568@strathmore.edu,Male,20,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-12-21,Active
100569,Faith Wambui,faith.wambui569@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-07-13,Active
100570,Faith Nyambura,faith.nyambura570@strathmore.edu,Female,18,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-08-19,On Leave
100571,Lucy Mutua,lucy.mutua571@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-07-18,On Leave
100572,David Wangui,david.wangui572@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-11-17,Active
100573,Faith Chebet,faith.chebet573@strathmore.edu,Male,19,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-07-19,On Leave
100574,Lucy Kamau,lucy.kamau574@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-09-03,Active
100575,Samuel Otieno,samuel.otieno575@strathmore.edu,Female,24,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-11-13,Active
100576,James Wanjiru,james.wanjiru576@strathmore.edu,Male,23,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-09-30,Active
100577,Grace Kariuki,grace.kariuki577@strathmore.edu,Female,18,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2025-01-04,Active
100578,Joseph Muthoni,joseph.muthoni578@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,3,2,BSCM3.2,2022-08-21,Active
100579,Michael Wangui,michael.wangui579@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,3,2,BSCM3.2,2022-09-22,Active
100580,Vincent Chebet,vincent.chebet580@strathmore.edu,Female,23,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-11-23,Active
100581,Samuel Wambui,samuel.wambui581@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-10-02,Active
100582,Rose Kibet,rose.kibet582@strathmore.edu,Male,24,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-09-03,Active
100583,Emmanuel Kipchoge,emmanuel.kipchoge583@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-08-18,Active
100584,Mary Mwangi,mary.mwangi584@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-11-03,Active
100585,Emmanuel Muthoni,emmanuel.muthoni585@strathmore.edu,Female,23,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-10-08,Active
100586,Michael Chebet,michael.chebet586@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-07-18,On Leave
100587,David Jepkorir,david.jepkorir587@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-07-20,Active
100588,Rose Kariuki,rose.kariuki588@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-07-30,On Leave
100589,Grace Mutua,grace.mutua589@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,4,2,BFS4.2,2021-11-28,Active
100590,Daniel Mutua,daniel.mutua590@strathmore.edu,Female,22,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-09-17,Active
100591,Ruth Kipchoge,ruth.kipchoge591@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,4,2,BFS4.2,2022-01-03,Active
100592,Faith Otieno,faith.otieno592@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-12-12,Active
100593,Lucy Jepkorir,lucy.jepkorir593@strathmore.edu,Female,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-12-12,Active
100594,James Ochieng,james.ochieng594@strathmore.edu,Male,22,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-10-28,Active
100595,James Kibet,james.kibet595@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-10-17,Active
100596,Kevin Jepkorir,kevin.jepkorir596@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-08-10,Active
100597,Emmanuel Njeri,emmanuel.njeri597@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,3,2,BFS3.2,2022-12-17,Active
100598,Ruth Njeri,ruth.njeri598@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2023-01-08,Active
100599,James Chebet,james.chebet599@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-09-08,Active
100600,Ann Nyambura,ann.nyambura600@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-09-25,Active
100601,Ann Mwangi,ann.mwangi601@strathmore.edu,Female,22,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-11-13,Active
100602,Ann Wambui,ann.wambui602@strathmore.edu,Female,23,SBS_BCOM,BCOM,SBS,3,2,BCOM3.2,2022-11-21,Active
100603,Grace Kibet,grace.kibet603@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-10-31,Active
100604,Lucy Njoroge,lucy.njoroge604@strathmore.edu,Male,20,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-08-25,Active
100605,Sarah Nyambura,sarah.nyambura605@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-11-10,Active
100606,John Wangui,john.wangui606@strathmore.edu,Female,21,SBS_BFS,BFS,SBS,2,2,BFS2.2,2023-09-03,On Leave
100607,Kevin Wanjiru,kevin.wanjiru607@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-11-01,Active
100608,Peter Jepkorir,peter.jepkorir608@strathmore.edu,Male,23,SBS_BFS,BFS,SBS,4,1,BFS4.1,2021-10-03,Active
100609,Sarah Wambui,sarah.wambui609@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-11-19,Active
100610,Sarah Kipchoge,sarah.kipchoge610@strathmore.edu,Female,21,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-10-18,Active
100611,Rose Wanjiru,rose.wanjiru611@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,2,BSCM1.2,2024-11-18,Active
100612,Mary Njoroge,mary.njoroge612@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2025-01-04,Active
100613,Michael Muthoni,michael.muthoni613@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-08-13,Active
100614,Lucy Kibet,lucy.kibet614@strathmore.edu,Male,21,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-03,Active
100615,Caroline Mutua,caroline.mutua615@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,1,1,BCOM1.1,2024-07-12,Active
100616,Sarah Kibet,sarah.kibet616@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-09-18,Active
100617,John Mwangi,john.mwangi617@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-06,Active
100618,Nancy Nyambura,nancy.nyambura618@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,4,1,BCOM4.1,2021-10-18,Active
100619,Michael Jepkorir,michael.jepkorir619@strathmore.edu,Male,22,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-10-25,Active
100620,Nancy Chebet,nancy.chebet620@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2022-01-04,Active
100621,Ruth Wambui,ruth.wambui621@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-08-27,Active
100622,Nancy Kibet,nancy.kibet622@strathmore.edu,Female,22,SBS_BSCM,BSCM,SBS,3,2,BSCM3.2,2022-12-11,Active
100623,Joyce Ochieng,joyce.ochieng623@strathmore.edu,Male,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-11-17,Active
100624,David Muthoni,david.muthoni624@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-12-26,Active
100625,Caroline Ochieng,caroline.ochieng625@strathmore.edu,Female,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-09-10,Active
100626,Mary Chebet,mary.chebet626@strathmore.edu,Male,23,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-08-26,Active
100627,Peter Nyambura,peter.nyambura627@strathmore.edu,Male,18,SBS_BFS,BFS,SBS,1,1,BFS1.1,2024-11-09,Active
100628,David Njoroge,david.njoroge628@strathmore.edu,Female,19,SBS_BFS,BFS,SBS,2,1,BFS2.1,2023-07-29,Active
100629,Joyce Kariuki,joyce.kariuki629@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-08-21,Active
100630,Daniel Achieng,daniel.achieng630@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-10-05,Active
100631,Emmanuel Njeri,emmanuel.njeri631@strathmore.edu,Male,23,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-08-21,On Leave
100632,Michael Chebet,michael.chebet632@strathmore.edu,Female,21,SBS_BCOM,BCOM,SBS,4,2,BCOM4.2,2021-12-31,On Leave
100633,Caroline Kamau,caroline.kamau633@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-11-13,Active
100634,Daniel Kamau,daniel.kamau634@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-09-13,Active
100635,James Otieno,james.otieno635@strathmore.edu,Male,22,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-10-24,Active
100636,Joseph Njoroge,joseph.njoroge636@strathmore.edu,Female,19,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-09-05,Active
100637,Vincent Muthoni,vincent.muthoni637@strathmore.edu,Female,20,SBS_BCOM,BCOM,SBS,3,1,BCOM3.1,2022-12-25,On Leave
100638,Daniel Chebet,daniel.chebet638@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,4,2,BSCM4.2,2021-07-25,Active
100639,John Mwangi,john.mwangi639@strathmore.edu,Male,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-08-22,Active
100640,Daniel Kipchoge,daniel.kipchoge640@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-09-16,Active
100641,Samuel Kipchoge,samuel.kipchoge641@strathmore.edu,Female,20,SBS_BSCM,BSCM,SBS,1,1,BSCM1.1,2024-09-29,Active
100642,Daniel Ochieng,daniel.ochieng642@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,4,1,BSCM4.1,2021-12-18,Active
100643,Ann Kibet,ann.kibet643@strathmore.edu,Male,22,SBS_BSCM,BSCM,SBS,2,2,BSCM2.2,2023-09-29,Active
100644,David Jepkorir,david.jepkorir644@strathmore.edu,Male,21,SBS_BCOM,BCOM,SBS,2,1,BCOM2.1,2023-09-20,Active
100645,Samuel Ochieng,samuel.ochieng645@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,1,2,BFS1.2,2024-10-10,Active
100646,Ruth Kamau,ruth.kamau646@strathmore.edu,Female,23,SBS_BSCM,BSCM,SBS,3,1,BSCM3.1,2022-08-02,Active
100647,Mary Wambui,mary.wambui647@strathmore.edu,Male,19,SBS_BCOM,BCOM,SBS,2,2,BCOM2.2,2023-12-11,Active
100648,Faith Kibet,faith.kibet648@strathmore.edu,Female,20,SBS_BFS,BFS,SBS,3,1,BFS3.1,2022-10-22,Active
100649,John Mutua,john.mutua649@strathmore.edu,Male,21,SBS_BSCM,BSCM,SBS,2,1,BSCM2.1,2023-08-21,Active
100650,Rose Kibet,rose.kibet650@strathmore.edu,Male,20,SBS_BCOM,BCOM,SBS,1,2,BCOM1.2,2024-11-25,Active
